nyt_id,facility_name,facility_type,facility_city,facility_county,facility_county_fips,facility_state,facility_lng,facility_lat,latest_inmate_population,max_inmate_population_2020,total_inmate_cases,total_inmate_deaths,total_officer_cases,total_officer_deaths,note
F12D9B8E,Ellis Unit prison,State prison,Huntsville,Walker,48471,Texas,-95.4607577,30.8758107,1804,2154,334,2,105,0,
8B599B5D,Estelle Unit prison,State prison,Huntsville,Walker,48471,Texas,-95.5023009,30.8855214,2732,2877,889,19,205,2,
82077554,Estes Unit prison,State prison,Venus,Johnson,48251,Texas,-97.0955867,32.4072019,1030,1030,371,0,40,0,
7F64CDDC,Jim Ferguson Unit prison,State prison,Midway,Madison,48313,Texas,-95.7046901,30.9581999,2110,2309,562,0,150,0,
8487A2D7,Formby State Jail,State prison,Plainview,Hale,48189,Texas,-101.6459208,34.1779718,848,848,209,0,103,2,
BAD4BD20,Fort Stockton Transfer Facility prison,State facility,Fort Stockton,Pecos,48371,Texas,-102.8640032,30.9001258,410,,113,0,26,0,
749284A3,Garza East Transfer Facility prison,State facility,Beeville,Bee,48025,Texas,-97.6593393,28.3782524,1978,,119,0,30,0,
D47A599A,Garza West Transfer Facility prison,State facility,Beeville,Bee,48025,Texas,-97.6672902,28.3793329,1730,,153,1,129,0,
79C24FA4,Larry Gist State Jail,State prison,Beaumont,Jefferson,48245,Texas,-94.0490733,29.9953477,1951,1951,407,2,77,0,
85357431,Ernestine Glossbrenner Unit prison,State prison,San Diego,Duval,48131,Texas,-98.2563713,27.7095585,411,411,51,0,30,0,
B990F856,Glen Ray Goodman Transfer Facility prison,State facility,Jasper,Jasper,48241,Texas,-93.945738,30.9145933,,,222,0,64,1,
69E877E1,Thomas Goree Unit prison,State prison,Huntsville,Walker,48471,Texas,-95.5158622,30.6739968,696,760,290,1,83,0,
80FF7CAC,Joe F. Gurney Transfer Facility prison,State facility,Palestine,Anderson,48001,Texas,-95.8249769,31.7589837,1753,,257,0,74,0,
45670E2C,Ellen Halbert Unit prison,State prison,Burnet,Burnet,48053,Texas,-98.2412022,30.743692,236,305,120,0,22,0,
B16CFA09,J. W. Hamilton Unit prison,State prison,Bryan,Brazos,48041,Texas,-96.4195082,30.6904496,966,966,240,0,47,1,
671945E8,Thomas R. Havins Unit prison,State prison,Brownwood,Brown,48049,Texas,-98.9741133,31.6567971,277,532,286,1,37,1,
C083498A,Dempsie Henley State Jail,State prison,Dayton,Liberty,48291,Texas,-94.9295943,30.105206,173,350,12,0,30,0,
74920F3F,L.V. Hightower Unit prison,State prison,Denley,Liberty,48291,Texas,-94.9328842,30.1025028,1173,1227,282,1,61,0,
C7461010,Hilltop Unit prison,State prison,Gatesville,Coryell,48099,Texas,-97.7350927,31.4767101,347,376,67,0,63,0,
78F11FB2,William P. Hobby Unit prison,State prison,Marlin,Falls,48145,Texas,-96.9102854,31.2537933,1193,1218,349,1,101,0,
9BAC7D23,Jerry H. Hodge Unit prison,State prison,Rusk,Cherokee,48073,Texas,-95.162206,31.8105451,839,915,185,1,2,0,
E9D596BC,Reverend C.A. Holliday Transfer Facility prison,State facility,Huntsville,Walker,48471,Texas,-95.5598365,30.703186,1790,,302,0,88,0,
41FD2656,Galveston prison hospital,State facility,Galveston,Galveston,48167,Texas,-94.7778832,29.3124227,182,,124,3,76,1,
F827EEC6,Alfred D. Hughes Unit prison,State prison,Gatesville,Coryell,48099,Texas,-97.7043088,31.4874179,2907,2907,910,1,237,0,
5AA6B7EE,Huntsville Unit prison,State prison,Huntsville,Walker,48471,Texas,-95.5465364,30.7217818,1188,1188,548,0,66,0,
88571835,Hutchins State Jail,State prison,Dallas,Dallas,48113,Texas,-96.7146956,32.6607676,1900,1900,94,2,91,1,
B5C76A4C,Beauford H. Jester I Unit prison,State prison,Richmond,Fort Bend,48157,Texas,-95.703577,29.6226564,321,321,34,0,9,0,
2B0DC963,Beauford H. Jester III Unit prison,State prison,Richmond,Fort Bend,48157,Texas,-95.703577,29.6226564,954,1068,514,7,71,1,
4240765F,Beauford H. Jester IV Unit prison,State prison,Richmond,Fort Bend,48157,Texas,-95.703577,29.6226564,482,482,44,2,61,0,
52225F8F,Clyde M. Johnston Unit prison,State prison,Winnsboro,Wood,48499,Texas,-95.2829341,32.9382654,252,297,61,0,29,1,
F251F4D0,Rufe Jordan Unit prison,State prison,Pampa,Gray,48179,Texas,-100.8876001,35.5668709,820,884,501,0,97,1,
46D4DF75,Joe Kegans State Jail,State prison,Houston,Harris,48201,Texas,-95.3547607,29.7636393,414,,69,0,27,0,
6E8EE43F,Kyle Correctional Center,State prison,Kyle,Hays,48209,Texas,-97.8719141,29.9785219,259,339,14,0,27,0,
6B93E970,Richard P. LeBlanc Unit prison,State prison,Beaumont,Jefferson,48245,Texas,-94.0403791,29.9940642,1006,1090,239,1,38,0,
00C0441C,Gib Lewis Unit prison,State prison,Woodville,Tyler,48457,Texas,-94.3976533,30.7960044,1712,1753,194,0,87,0,
7DBABA41,John R. Lindsey State Jail,State prison,Jacksboro,Jack,48237,Texas,-98.1545701,33.2473658,839,906,75,1,37,0,
AE497D4F,Lockhart Correctional Facility,State prison,Lockhart,Caldwell,48055,Texas,-97.6529475,29.8698391,889,889,116,0,27,0,
9847874A,Reynoldo V. Lopez State Jail,State prison,Edinburg,Hidalgo,48215,Texas,-98.1176597,26.4177025,961,982,572,0,89,1,
240F8787,O.L. Luther Unit prison,State prison,Navasota,Grimes,48185,Texas,-96.0580204,30.2634416,1250,1250,115,0,68,0,
F8AACB11,Pam Lychner State Jail,State prison,Humble,Harris,48201,Texas,-95.2223971,29.9594174,1769,1769,366,0,74,1,
B00782C3,James Lynaugh Unit,State prison,Fort Stockton,Pecos,48371,Texas,-103.0513076,30.7880802,1032,1069,105,0,55,0,
1FC55916,Marlin Transfer Facility,State facility,Marlin,Falls,48145,Texas,-96.8806343,31.2953082,467,,113,0,51,0,
D5A8B917,William G. McConnell Unit prison,State prison,Beeville,Bee,48025,Texas,-97.7194203,28.372978,2653,2759,492,5,186,1,
14344937,Michael Unit prison,State prison,Tennessee Colony,Anderson,48001,Texas,-95.9032419,31.794143,2857,2925,577,6,139,0,
0DC93AAC,John Middleton Transfer Facility prison,State facility,Abilene,Jones,48253,Texas,-99.62559,32.5564651,1585,,405,0,90,1,
D567112C,Montford Unit prison,State prison,Lubbock,Lubbock,48303,Texas,-101.7872122,33.5175712,775,904,281,2,280,1,
672B8896,Billy Moore Correctional Center,State prison,Overton,Rusk,48401,Texas,-94.9662133,32.316733,472,500,36,0,20,0,
99ED5FA1,Choice Moore Transfer Facility,State facility,Bonham,Fannin,48147,Texas,-96.233652,33.5914258,1160,,245,0,69,0,
2677046A,Mountain View Unit prison,State prison,Gatesville,Coryell,48099,Texas,-97.7292681,31.4855155,512,514,87,0,80,0,
342F8B95,Dr. Lane Murray Unit prison,State prison,Gatesville,Coryell,48099,Texas,-97.7284415,31.477928,957,1127,162,0,82,0,
49BC151B,Neal Unit prison,State prison,Amarillo,Potter,48375,Texas,-101.7400805,35.2364829,1443,1612,1021,0,153,0,
F89DAD8C,Joe Ney State Jail,State prison,Hondo,Medina,48325,Texas,-99.1961895,29.3517872,479,500,204,2,21,0,
404039D6,Wallace Pack Unit prison,State prison,Navasota,Grimes,48185,Texas,-96.1061452,30.3244896,996,1142,458,19,107,0,
1C8EB5A1,Lucile Plane State Jail,State prison,Dayton,Liberty,48291,Texas,-94.9346766,30.1092665,1025,1421,323,0,65,0,
FA5D78F7,Polunsky Unit prison,State prison,Livingston,Polk,48373,Texas,-95.0147286,30.6984603,2928,2933,748,1,132,0,
AECA1316,Louis C. Powledge Unit,State prison,Palestine,Anderson,48001,Texas,-95.8028737,31.7342262,944,944,395,2,70,0,
2203E381,Ramsey Unit prison,State prison,Rosharon,Brazoria,48039,Texas,-95.5381075,29.310243,1690,1690,352,3,95,0,
C74BC226,Roach Unit prison,State prison,Childress,Childress,48075,Texas,-100.2750884,34.4301205,1213,1223,727,0,82,0,
3A23225B,French Robertson Unit prison,State prison,Abilene,Jones,48253,Texas,-99.6329498,32.5586,2825,2883,1216,2,249,0,
347BD0E3,Jim Rudd Transfer Facility prison,State facility,Brownfield,Terry,48445,Texas,-102.2569037,33.1099878,,,117,0,74,0,
2D2D398D,San Saba Transfer Facility,State facility,San Saba,San Saba,48411,Texas,-98.7626936,31.2001366,539,,139,0,27,0,
EE0FB2B8,Rogelio Sanchez State Jail,State prison,El Paso,El Paso,48141,Texas,-106.2517063,31.8135157,793,836,266,0,101,0,
8843007F,Walker Sayle Unit prison,State prison,Breckenridge,Stephens,48429,Texas,-98.8439785,32.7995074,448,448,151,0,46,0,
B25CF5B3,Scott Unit prison,State prison,Angleton,Brazoria,48039,Texas,-95.4813542,29.0916943,241,1023,127,2,28,0,
04ADF772,Segovia Unit prison,State prison,Edinburg,Hidalgo,48215,Texas,-98.1193518,26.422267,1082,1100,349,3,80,1,
FF4A2B79,Skyview Unit prison,State prison,Rusk,Cherokee,48073,Texas,-95.166183,31.8134285,496,511,106,0,148,0,
CB527ACA,Smith Unit prison,State prison,Lamesa,Dawson,48115,Texas,-101.9781052,32.7188584,1485,1498,535,2,139,0,
BD841D4D,Southern Regional Transportation Unit,State facility,Rosharon,Brazoria,48039,Texas,-95.4602763,29.3522632,,,0,0,1,1,
F9007CAC,Stevenson Unit prison,State prison,Cuero,DeWitt,48123,Texas,-97.3024434,29.1311438,1124,1124,85,0,50,0,
706A9B98,Stiles Unit prison,State prison,Beaumont,Jefferson,48245,Texas,-94.0524602,29.988322,2516,2611,729,12,169,1,
B6383E96,Stringfellow Unit prison,State prison,Rosharon,Brazoria,48039,Texas,-95.5467978,29.285969,883,1067,214,1,100,0,
20897FFA,Telford Unit prison,State prison,New Boston,Bowie,48037,Texas,-94.4780006,33.4224812,2693,2774,239,11,127,1,
C45BC10F,Terrell Unit prison,State prison,Rosharon,Brazoria,48039,Texas,-95.5367431,29.2991447,1524,1524,471,7,84,0,
E6A7B303,Torres Unit prison,State prison,Hondo,Medina,48325,Texas,-99.1986312,29.3507785,1279,1281,263,0,60,0,
BC9CD750,Travis County State Jail,State prison,Austin,Travis,48453,Texas,-97.6464192,30.2698158,834,834,335,0,55,0,
73BF4EA2,Tulia Transfer Facility,State facility,West Tulia,Swisher,48437,Texas,-101.81356,34.531033,541,,9,0,28,0,
9D831788,Vance Unit prison,State prison,Richmond,Fort Bend,48157,Texas,-95.704641,29.6256113,281,321,75,1,15,0,
FBCF28C0,Daniel Webster Wallace Unit prison,State prison,Colorado City,Mitchell,48335,Texas,-100.8803057,32.3994308,942,1044,538,0,55,0,
59E41A60,J.B. Wheeler State Jail,State prison,Plainview,Hale,48189,Texas,-101.6456202,34.1771076,502,502,93,0,40,0,
E7A7640A,Willacy County State Jail,State prison,Raymondville,Willacy,48489,Texas,-97.7669383,26.4671042,619,971,33,0,40,0,
4ADBBE41,Linda Woodman State Jail,State prison,Gatesville,Coryell,48099,Texas,-97.729441,31.4611443,616,618,138,0,61,0,
D9D7D203,Wynne Unit prison,State prison,Huntsville,Walker,48471,Texas,-95.5764671,30.7404707,2586,2589,489,15,133,1,
04F960B2,West Texas Regional Medical Facility,State facility,Lubbock,Lubbock,48303,Texas,-101.7872122,33.5175712,100,,0,0,0,0,
AAB243A9,Evins Regional Juvenile Center,State juvenile detention,Edinburg,Hidalgo,48215,Texas,-98.1153738,26.3324615,79,,45,0,92,0,
C530081C,Gainesville State School,State juvenile detention,Gainesville,Cooke,48097,Texas,-97.0903261,33.6253869,115,,13,0,39,0,
6A7891CD,Giddings State School,State juvenile detention,Giddings,Lee,48287,Texas,-96.8994609,30.1707798,126,,107,0,96,0,
DF035DDB,McLennan County State Juvenile Correctional Facility,State juvenile detention,Mart,McLennan,48309,Texas,-96.8430779,31.546046,165,,108,0,110,0,
18D9B6ED,Ron Jackson State Juvenile Correctional Complex,State juvenile detention,Brownwood,Brown,48049,Texas,-99.0047302,31.7154293,105,,31,0,87,0,
F3025EC9,Juvenile Halfway Houses,State juvenile detention,Austin,Travis,48453,Texas,-97.691246,30.32846,,,22,0,45,0,
6DFDFE3F,Central Utah Correctional Facility,State prison,Gunnison,Sanpete,49039,Utah,-111.8104276,39.1656841,1573,1788,1108,3,0,0,
11AEC442,UDC inmates housed at a county jail,State prison,Salt Lake City,Salt Lake,49035,Utah,-111.9157857,40.6969546,1420,,442,0,0,0,These are prisoners under the care of the Utah Department of Corrections that were housed long-term in a local jail.
350EAC67,Atherton Community Treatment Center,State prison,West Valley City,Salt Lake,49035,Utah,-111.9559385,40.7199018,28,,14,0,0,0,
B5EAAC1F,Bonneville Community Correctional Center,State prison,Salt Lake City,Salt Lake,49035,Utah,-111.954379,40.744817,44,,12,0,0,0,
02A709DD,Fortitute Treatment Center,State rehabilitation center,Salt Lake City,Salt Lake,49035,Utah,-111.915695,40.732392,89,,63,0,0,0,
1F34021D,Northern Utah Community Correctional Center,State prison,Ogden,Weber,49057,Utah,-112.0077493,41.222144,154,,28,0,0,0,
D0C80E96,Orange Street Community Correctional Center,State prison,Salt Lake City,Salt Lake,49035,Utah,-111.9452923,40.7675112,60,,12,0,0,0,
864FCF96,Utah State Prison,State prison,Draper,Salt Lake,49035,Utah,-111.9043479,40.4898509,2898,3651,1764,13,0,0,
59428E9F,Chittenden Regional Correctional Facility,State prison,South Burlington,Chittenden,50007,Vermont,-73.205379,44.446389,86,105,5,0,11,0,
8EBD13D6,Marble Valley Correctional Facility,State prison,Rutland,Rutland,50021,Vermont,-72.9906964,43.6092883,96,99,8,0,4,0,
D56ACD6B,Northeast Correctional Complex,State prison,Saint Johnsbury,Caledonia,50005,Vermont,-72.0275471,44.3958822,114,139,2,0,11,0,
62BAB000,Northern State Correctional Facility,State prison,Newport,Orleans,50019,Vermont,-72.191236,44.9067579,372,406,179,0,24,0,
B9E947DB,Northwest State Correctional Facility,State prison,Swanton,Franklin,50011,Vermont,-73.1328391,44.8500659,202,202,74,0,29,0,
E5EB047B,Southern State Correctional Facility,State prison,Springfield,Windsor,50027,Vermont,-72.438374,43.26875,303,313,4,0,10,0,
26F3C8CE,Tallahatchie County Correctional Facility,State prison,Tutwiler,Tallahatchie,28135,Mississippi,-90.4462632,34.0269812,195,,185,0,0,0,This is a Vermont Department of Corrections facility located in Mississippi.
4EBA7502,Appalachian Men's Detention Center,State prison,Honaker,Russell,51167,Virginia,-81.9285291,36.9974116,100,,50,0,7,0,
89A7BA92,Augusta Correctional Center,State prison,Craigsville,Augusta,51015,Virginia,-79.3676011,38.0612932,1327,,585,5,70,0,
32445138,Baskerville Correctional Center,State prison,Baskerville,Mecklenburg,51117,Virginia,-78.3016312,36.7224434,419,419,250,0,9,0,
7A427DA1,Bland Correctional Center,State prison,Bland,Bland,51021,Virginia,-80.8890975,37.1703737,583,,191,0,43,0,
DC5D2037,Brunswick Men's Community Corrections Alternative Program,State prison,Brunswick,Brunswick,51025,Virginia,-77.8367282,36.7570589,47,,0,0,1,0,
0AE6EAFC,Buckingham Correctional Center,State prison,Dillwyn,Buckingham,51029,Virginia,-78.4741592,37.5651283,1100,1112,649,4,19,0,
CD1F5BBF,Caroline Correctional Unit,State prison,Hanover,Caroline,51033,Virginia,-77.3322258,37.8328692,93,,6,0,1,0,
C91151AF,Central Virginia Correctional Unit #13,State prison,Chesterfield,Chesterfield,51041,Virginia,-77.5630719,37.4034827,163,173,58,0,3,0,
A41C86AC,Coffeewood Correctional Center,State prison,Mitchells,Culpeper,51047,Virginia,-78.0192118,38.3651345,889,917,674,1,33,0,
FF23DB4A,Cold Springs Community Corrections Alternative Program,State prison,Greenville,Augusta,51015,Virginia,-79.1513822,37.9917441,93,,31,0,4,0,
164FD9B0,Cold Springs Correctional Unit #10,State prison,Greenville,Augusta,51015,Virginia,-79.1513822,37.9917441,103,,64,0,10,0,
4BDCFB3E,Deerfield Correctional Center,State prison,Capron,Southampton,51175,Virginia,-77.2447433,36.7282943,918,1010,837,19,35,0,
AD1702C8,Dillwyn Correctional Center,State prison,Dillwyn,Buckingham,51029,Virginia,-78.4710652,37.5728476,800,860,567,2,16,0,
9DB45F9D,Fluvanna Correctional Center for Women,State prison,Troy,Fluvanna,51065,Virginia,-78.2700836,37.9845093,924,978,653,0,44,0,
0D825F78,Green Rock Correctional Center,State prison,Chatham,Pittsylvania,51143,Virginia,-79.4215445,36.7998152,894,920,233,0,19,0,
A02D76B3,Greensville Correctional Center,State prison,Jarratt,Greensville,51081,Virginia,-77.4828343,36.7968128,2605,2777,722,2,60,0,
153F0C67,Halifax Correctional Unit,State prison,South Boston,Halifax,51083,Virginia,-78.9315032,36.7278785,196,,131,0,14,0,
3A15A327,Harrisonburg Men’s Community Corrections Alternative Program,State prison,Harrisonburg,Harrisonburg City,51660,Virginia,-78.8707729,38.4492991,10,,26,0,3,0,
D31BB97B,Haynesville Correctional Center,State prison,Haynesville,Richmond,51159,Virginia,-76.6688461,37.9554977,833,855,480,1,16,0,
6BB09503,Haynesville Correctional Unit #17,State prison,Haynesville,Richmond,51159,Virginia,-76.6688461,37.9554977,94,97,5,0,1,0,
EE28443C,Indian Creek Correctional Center,State prison,Chesapeake,Chesapeake City,51550,Virginia,-76.1806259,36.6157913,804,804,104,0,6,0,
0E3DACEE,Keen Mountain Correctional Center,State prison,Oakwood,Buchanan,51027,Virginia,-81.9791376,37.2237862,950,970,16,1,8,0,
2CCB6F8B,Lawrenceville Correctional Center,State prison,Lawrenceville,Brunswick,51025,Virginia,-77.8135299,36.7810478,1521,1541,101,1,14,0,
4493DE07,Lunenburg Correctional Center,State prison,Victoria,Lunenburg,51111,Virginia,-78.2104385,37.0164978,902,917,119,1,5,0,
370B4EFD,Marion Correctional Treatment Center,State prison,Marion,Smyth,51173,Virginia,-81.5091583,36.8304761,239,258,89,2,31,0,
A674C46B,Nottoway Correctional Center,State prison,Burkeville,Nottoway,51135,Virginia,-78.1759321,37.1816808,1205,1385,539,2,32,0,
4DFA331B,Patrick Henry Correctional Unit,State prison,Ridgeway,Henry,51089,Virginia,-79.9551916,36.6232521,102,,60,0,12,0,
5D0EE0F8,Pocahontas State Correctional Center,State prison,Pocahontas,Tazewell,51185,Virginia,-81.3633346,37.2972717,915,,245,3,23,0,
7F0333FC,Red Onion State Prison,State prison,Pound,Wise,51195,Virginia,-82.5485095,37.1112169,717,731,61,0,23,0,
42323281,River North Correctional Center,State prison,Independence,Grayson,51077,Virginia,-81.1248855,36.6146774,909,,2,0,8,0,
21EEA46B,Rustburg Correctional Unit,State prison,Rustburg,Campbell,51031,Virginia,-79.069313,37.2676048,127,151,29,0,6,0,
CC399D9E,Saint Brides Correctional Center,State prison,Chesapeake,Chesapeake City,51550,Virginia,-76.1836685,36.6115529,1050,,459,0,15,0,
15280A79,Stafford Men’s Community Corrections Alternative Program,State prison,Stafford,Stafford,51179,Virginia,-77.4211216,38.3804793,14,,8,0,8,0,
09DED5EA,State Farm Correctional Complex,State prison,State Farm,Powhatan,51145,Virginia,-77.836777,37.6330351,540,586,493,10,43,0,
E254698F,Sussex I State Prison,State prison,Waverly,Sussex,51183,Virginia,-77.2001037,37.0448913,718,783,178,0,15,0,
0255C0E3,Sussex II State Prison,State prison,Waverly,Sussex,51183,Virginia,-77.2052032,37.0510754,1202,1219,188,1,13,0,
86E0F929,Virginia Correctional Center for Women,State prison,Goochland,Goochland,51075,Virginia,-77.8894916,37.674593,383,466,72,1,28,0,
82678320,Wallens Ridge State Prison,State prison,Big Stone Gap,Wise,51195,Virginia,-82.7855316,36.842868,1007,,20,0,15,0,
261F957C,Wise Correctional Unit,State prison,Coeburn,Wise,51195,Virginia,-82.4619848,36.916337,91,91,24,0,9,0,
3614AD1D,Bon Air Juvenile Correctional Center,State juvenile detention,Richmond,Chesterfield,51041,Virginia,-77.5699027,37.517353,199,,37,0,62,0,
FFA45687,Airway Heights Corrections Center,State prison,Airway Heights,Spokane,53063,Washington,-117.5784795,47.6536931,1926,2172,1671,5,215,0,
E9B62C0F,Cedar Creek Corrections Center,State prison,Littlerock,Thurston,53067,Washington,-123.1421631,46.8841325,327,480,0,0,5,0,
4B0124FE,Clallam Bay Corrections Center,State prison,Clallam Bay,Clallam,53009,Washington,-124.2880537,48.2401812,833,900,0,0,16,0,
C10B1FCF,Coyote Ridge Corrections Center,State prison,Connell,Franklin,53021,Washington,-118.852175,46.680059,2090,,400,2,179,0,
658CEC3D,Larch Corrections Center,State prison,Yacolt,Clark,53011,Washington,-122.3423235,45.7318353,326,,281,0,25,0,
9DDC5B4B,Mission Creek Corrections Center for Women,State prison,Belfair,Mason,53045,Washington,-122.864238,47.4846492,171,304,0,0,0,0,
7F0A6E1C,Monroe Correctional Center,State prison,Monroe,Snohomish,53061,Washington,-122.0031168,47.8443345,2253,2488,551,0,141,1,
B0D0BB92,Olympic Corrections Center,State prison,Forks,Jefferson,53031,Washington,-124.1363372,47.7186317,308,400,0,0,4,0,
56A9533C,Stafford Creek Corrections Center,State prison,Aberdeen,Grays Harbor,53027,Washington,-123.9209148,46.9247034,1888,1970,1204,5,89,1,
3EF1A634,Washington Corrections Center,State prison,Shelton,Mason,53045,Washington,-123.1932,47.23706,1701,1742,976,0,105,0,
F3D3E0E1,Washington Corrections Center for Women,State prison,Gig Harbor,Pierce,53053,Washington,-122.6124267,47.3466186,756,927,18,0,33,0,
BAB335AF,Washington State Penitentiary,State prison,Walla Walla,Walla Walla,53071,Washington,-118.356724,46.077943,2175,2601,985,2,182,0,
EBC470E3,Community Medical Center prison,State facility,,Kittitas,53037,Washington,-120.599447,47.31264,,,1,0,0,0,
206257E9,Ahtanum View Work Release facility,Low-security work release,Yakima,Yakima,53077,Washington,-120.5926903,46.5686833,,,10,0,11,0,
BF575B71,Bellingham Work Release facility,Low-security work release,Bellingham,Whatcom,53073,Washington,-122.4496932,48.7809476,,,16,0,0,0,
D7DEAFB3,Bishop Lewis Work Release facility,Low-security work release,Seattle,King,53033,Washington,-122.3269167,47.6058374,,,36,0,4,0,
D2A54667,Brownstone Work Release facility,Low-security work release,Spokane,Spokane,53063,Washington,-117.4131978,47.6537947,,,3,0,1,0,
358F51EB,Eleanor Chase House Work Release facility,Low-security work release,Spokane,Spokane,53063,Washington,-117.4189943,47.6491366,,,0,0,5,0,
783D1333,Helen B. Ratcliff Work Release facility,Low-security work release,Seattle,King,53033,Washington,-122.3162347,47.5888876,,,8,0,2,0,
7BDEAE76,Longview Work Release facility,Low-security work release,Longview,Cowlitz,53015,Washington,-122.9185916,46.1411163,,,1,0,3,0,
F393D95C,Olympia Work Release facility,Low-security work release,Olympia,Thurston,53067,Washington,-122.925312,47.03774,,,1,0,1,0,
167B3ABB,Peninsula Work Release facility,Low-security work release,Kennewick,Benton,53005,Washington,-119.108456,46.209923,,,2,0,2,0,
54B4A597,Progress House Work Release facility,Low-security work release,Tacoma,Pierce,53053,Washington,-122.51223,47.2562788,,,16,0,1,0,
A65FB12F,Reynolds Work Release facility,Low-security work release,Seattle,King,53033,Washington,-122.3291558,47.602235,,,9,0,2,0,
B9A0EFBA,Tri-Cities Work Release facility,Low-security work release,Kennewick,Benton,53005,Washington,-119.108456,46.209923,,,1,0,0,0,
E9E158E1,Anthony Correctional Center,State prison,White Sulphur Springs,Greenbrier,54025,West Virginia,-80.1272117,37.963208,,,0,0,0,0,
D94F80BF,Denmar Correctional Center,State prison,Hillsboro,Pocahontas,54075,West Virginia,-80.214043,38.1194453,119,,61,0,0,0,
4704A2B8,Huttonsville Correctional Center,State prison,Huttonsville,Randolph,54083,West Virginia,-79.9797358,38.6945161,901,,128,0,1,0,
1F7E4E2E,Lakin Correctional Center,State prison,West Columbia,Mason,54053,West Virginia,-82.0845528,38.9515808,394,,261,0,0,0,
ADC8FE7B,Martinsburg Correctional Center,State prison,Martinsburg,Berkeley,54003,West Virginia,-77.9562053,39.435799,66,,12,0,0,0,
DD81214B,Mount Olive Correctional Center,State prison,Mount Olive,Fayette,54019,West Virginia,-81.2371272,38.2349374,995,,205,6,0,0,
BDE35778,Northern Correctional Facility,State prison,Moundsville,Marshall,54051,West Virginia,-80.7291377,39.9090943,232,,128,0,0,0,
2F281A87,Ohio County Correctional Center,State prison,Wheeling,Ohio,54069,West Virginia,-80.7198707,40.0649926,20,,19,0,0,0,
99E2AD7D,Pruntytown Correctional Center,State prison,Grafton,Taylor,54091,West Virginia,-80.073775,39.3296769,97,,54,0,0,0,
EC4D7281,Salem Correction Center,State prison,Industrial,Doddridge,54017,West Virginia,-80.5783707,39.2822293,197,,4,0,0,0,
58EA59DE,Saint Marys Correctional Center,State prison,Saint Marys,Pleasants,54073,West Virginia,-81.1696075,39.4311202,389,,380,3,0,1,
7163AF78,Stevens Correctional Center/McDowell County Corrections,State prison,Welch,McDowell,54047,West Virginia,-81.5680832,37.4313161,341,,266,0,0,0,
568B9A09,Beckley Community Corrections facility,State prison,Beckley,Raleigh,54081,West Virginia,-81.1609289,37.7813331,15,,0,0,0,0,
2A92C06D,Charleston Community Corrections facility,State prison,Charleston,Kanawha,54039,West Virginia,-81.6196983,38.3478814,27,,0,0,0,0,
5C594624,Parkersburg Community Corrections facility,State prison,Parkersburg,Wood,54107,West Virginia,-81.50191,39.2645531,98,,43,0,0,0,
85E52294,Donald R. Kuhn Juvenile Center,State juvenile detention,Julian,Boone,54005,West Virginia,-81.8377214,38.137584,26,,1,0,0,0,
8AE91BDA,Gene Spadaro Juvenile Center,State juvenile detention,Mount Hope,Fayette,54019,West Virginia,-81.1662146,37.8851074,23,,2,0,0,0,
D6D98AAC,"J.M. ""Chick"" Buckabee Juvenile Center",State juvenile detention,Augusta,Hampshire,54027,West Virginia,-78.6446022,39.3028541,16,,1,0,0,0,
F7696D71,"Kenneth ""Honey"" Robenstein Juvenile Center",State juvenile detention,Davis,Tucker,54093,West Virginia,-79.4434204,39.1493797,17,,0,0,0,0,
36D95DBE,Lorrie Yeager Jr. Juvenile Center,State juvenile detention,Parkersburg,Wood,54107,West Virginia,-81.564086,39.2526234,18,,1,0,0,0,
60F5FAD1,Robert L. Shell Juvenile Center,State juvenile detention,Barboursville,Cabell,54011,West Virginia,-82.291703,38.418035,18,,2,0,0,0,
C2FB69FF,Sam Purdue Juveniile Center,State juvenile detention,Princeton,Mercer,54055,West Virginia,-81.127424,37.331605,16,,4,0,0,0,
E23B54E2,"James H. ""Tiger"" Morton Juvenile Center",State juvenile detention,Dunbar,Kanawha,54039,West Virginia,-81.7606286,38.3742544,16,,0,0,0,0,
7055C5E6,Vicki V. Douglas Juvenile Center,State juvenile detention,Martinsburg,Berkeley,54003,West Virginia,-77.9640841,39.4459811,13,,2,0,0,0,
B7252578,Ronald Mulholland Juvenile Center,State juvenile detention,Wheeling,Ohio,54069,West Virginia,-80.7218834,40.0713628,17,,2,0,0,0,
D960CCC7,Black River Correctional Center,State prison,Black River,Jackson,55053,Wisconsin,-90.6521839,44.3577855,67,115,42,0,10,0,
ABD6DF03,Chippewa Valley Correctional Treatment Facility,State prison,Chippewa Falls,Chippewa,55017,Wisconsin,-91.3499772,44.928746,362,409,296,0,37,0,
B840B39F,Columbia Correctional Institution,State prison,Portage,Columbia,55021,Wisconsin,-89.4905997,43.5664078,745,782,281,1,83,0,
3020F47E,Copper Lake School and Lincoln Hills School,State juvenile detention,Irma,Lincoln,55069,Wisconsin,-89.6396878,45.3264716,66,,24,0,27,0,
2D7FE62D,Dodge Correctional Institution,State prison,Waupun,Dodge,55027,Wisconsin,-88.7396903,43.6242095,1603,1611,778,2,180,0,
E529EAA1,Drug Abuse Correctional Center,State prison,Oshkosh,Winnebago,55139,Wisconsin,-88.5150277,44.0793649,168,208,83,0,27,0,
