COUNTYFP,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS
24039,0.004,0.01,0.047,0.128,0.812
24041,0.012,0.012,0.006,0.127,0.843
24043,0.031,0.047,0.085,0.194,0.642
24045,0.006,0.011,0.063,0.116,0.804
24047,0.003,0.004,0.042,0.11,0.842
24510,0.024,0.032,0.063,0.148,0.733
25001,0.019,0.007,0.026,0.109,0.839
25003,0.03,0.004,0.049,0.082,0.834
25005,0.016,0.02,0.056,0.161,0.747
25007,0.006,0.01,0.037,0.16,0.786
25009,0.023,0.01,0.047,0.131,0.788
25011,0.043,0.011,0.028,0.156,0.762
25013,0.013,0.017,0.055,0.13,0.786
25015,0.011,0.006,0.017,0.109,0.857
25017,0.023,0.011,0.041,0.127,0.798
25019,0.015,0.003,0.034,0.156,0.792
25021,0.02,0.015,0.035,0.125,0.805
25023,0.014,0.017,0.045,0.112,0.812
25025,0.02,0.007,0.049,0.136,0.788
25027,0.02,0.027,0.043,0.142,0.768
26001,0.065,0.046,0.133,0.18,0.576
26003,0.025,0.034,0.118,0.229,0.595
26005,0.05,0.035,0.133,0.283,0.5
26007,0.025,0.04,0.144,0.18,0.612
26009,0.027,0.042,0.088,0.218,0.625
26011,0.052,0.136,0.076,0.252,0.484
26013,0.012,0.063,0.109,0.257,0.558
26015,0.043,0.121,0.121,0.211,0.504
26017,0.014,0.055,0.103,0.202,0.627
26019,0.01,0.049,0.062,0.164,0.715
26021,0.039,0.037,0.122,0.247,0.555
26023,0.072,0.091,0.205,0.234,0.399
26025,0.063,0.121,0.078,0.178,0.559
26027,0.046,0.076,0.123,0.274,0.48
26029,0.027,0.057,0.085,0.205,0.626
26031,0.027,0.052,0.086,0.252,0.584
26033,0.03,0.022,0.068,0.287,0.593
26035,0.05,0.026,0.102,0.308,0.514
26037,0.033,0.056,0.046,0.263,0.603
26039,0.043,0.05,0.061,0.181,0.666
26041,0.058,0.023,0.17,0.217,0.532
26043,0.043,0.065,0.127,0.249,0.516
26045,0.047,0.039,0.147,0.247,0.52
26047,0.025,0.062,0.075,0.219,0.618
26049,0.032,0.043,0.104,0.288,0.533
26051,0.025,0.024,0.109,0.338,0.503
26053,0.039,0.064,0.139,0.257,0.501
26055,0.004,0.041,0.082,0.2,0.672
26057,0.057,0.074,0.105,0.169,0.596
26059,0.135,0.075,0.119,0.247,0.424
26061,0.008,0.078,0.129,0.281,0.505
26063,0.08,0.072,0.032,0.271,0.544
26065,0.062,0.03,0.076,0.237,0.595
26067,0.035,0.203,0.139,0.229,0.394
26069,0.1,0.084,0.099,0.206,0.511
26071,0.046,0.068,0.126,0.227,0.533
26073,0.096,0.057,0.112,0.191,0.544
26075,0.11,0.08,0.133,0.166,0.511
26077,0.02,0.059,0.062,0.167,0.693
26079,0.018,0.037,0.07,0.228,0.646
26081,0.019,0.061,0.063,0.215,0.641
26083,0.006,0.071,0.129,0.277,0.518
26085,0.052,0.122,0.073,0.204,0.548
26087,0.036,0.105,0.104,0.133,0.622
26089,0.003,0.038,0.092,0.203,0.663
26091,0.018,0.027,0.083,0.26,0.612
26093,0.042,0.021,0.052,0.198,0.687
26095,0.028,0.03,0.088,0.237,0.617
26097,0.032,0.04,0.073,0.256,0.599
26099,0.034,0.043,0.09,0.145,0.688
26101,0.035,0.05,0.087,0.121,0.707
26103,0.016,0.045,0.11,0.251,0.578
26105,0.046,0.054,0.199,0.14,0.561
26107,0.091,0.104,0.087,0.243,0.475
26109,0.059,0.073,0.068,0.253,0.547
26111,0.031,0.03,0.098,0.214,0.626
26113,0.025,0.036,0.082,0.191,0.666
26115,0.066,0.035,0.054,0.183,0.663
26117,0.028,0.137,0.167,0.21,0.458
26119,0.044,0.071,0.126,0.186,0.574
26121,0.084,0.045,0.1,0.16,0.611
26123,0.099,0.121,0.027,0.3,0.454
26125,0.028,0.027,0.049,0.169,0.727
26127,0.074,0.033,0.114,0.163,0.616
26129,0.061,0.117,0.106,0.259,0.458
26131,0.025,0.086,0.123,0.265,0.501
26133,0.07,0.073,0.089,0.238,0.531
26135,0.057,0.073,0.096,0.181,0.593
26137,0.06,0.068,0.097,0.172,0.602
26139,0.042,0.057,0.12,0.251,0.531
26141,0.02,0.04,0.143,0.223,0.575
26143,0.012,0.037,0.097,0.217,0.637
26145,0.031,0.073,0.082,0.197,0.616
26147,0.051,0.069,0.046,0.194,0.64
26149,0.048,0.079,0.197,0.189,0.488
26151,0.078,0.112,0.077,0.21,0.522
26153,0.041,0.021,0.14,0.187,0.611
26155,0.116,0.046,0.065,0.297,0.475
26157,0.091,0.05,0.078,0.246,0.536
26159,0.025,0.068,0.137,0.183,0.587
26161,0.019,0.022,0.046,0.18,0.733
26163,0.046,0.032,0.075,0.156,0.69
26165,0.036,0.056,0.077,0.171,0.659
27001,0.187,0.115,0.075,0.247,0.375
27003,0.054,0.078,0.132,0.245,0.492
27005,0.052,0.28,0.175,0.24,0.252
27007,0.094,0.155,0.225,0.185,0.34
27009,0.084,0.139,0.209,0.147,0.42
27011,0.256,0.121,0.185,0.146,0.292
27013,0.065,0.078,0.146,0.276,0.435
27015,0.101,0.061,0.251,0.265,0.322
27017,0.058,0.054,0.09,0.329,0.469
27019,0.024,0.128,0.183,0.296,0.368
27021,0.105,0.127,0.107,0.235,0.426
27023,0.108,0.106,0.244,0.224,0.318
27025,0.064,0.104,0.165,0.253,0.414
27027,0.092,0.121,0.138,0.23,0.419
27029,0.065,0.21,0.203,0.172,0.351
27031,0.184,0.02,0.038,0.257,0.5
27033,0.216,0.045,0.262,0.215,0.263
27035,0.147,0.112,0.081,0.249,0.411
27037,0.072,0.076,0.129,0.236,0.488
27039,0.035,0.096,0.071,0.325,0.473
27041,0.099,0.178,0.148,0.225,0.35
27043,0.078,0.158,0.163,0.261,0.34
27045,0.026,0.102,0.099,0.29,0.483
27047,0.135,0.085,0.206,0.283,0.291
27049,0.03,0.039,0.138,0.28,0.513
27051,0.11,0.137,0.193,0.165,0.396
27053,0.021,0.044,0.096,0.243,0.596
27055,0.072,0.08,0.086,0.283,0.478
27057,0.078,0.15,0.164,0.227,0.38
27059,0.104,0.099,0.215,0.14,0.442
27061,0.162,0.142,0.151,0.209,0.336
27063,0.325,0.024,0.14,0.171,0.34
27065,0.223,0.148,0.137,0.146,0.346
27067,0.109,0.107,0.182,0.29,0.312
27069,0.068,0.168,0.221,0.251,0.292
27071,0.159,0.183,0.087,0.255,0.316
27073,0.184,0.096,0.248,0.179,0.293
27075,0.087,0.033,0.075,0.341,0.464
27077,0.091,0.171,0.176,0.249,0.313
27079,0.055,0.168,0.147,0.254,0.377
27081,0.11,0.078,0.203,0.292,0.317
27083,0.134,0.075,0.242,0.21,0.339
27085,0.061,0.176,0.193,0.383,0.186
27087,0.07,0.279,0.083,0.185,0.382
27089,0.078,0.152,0.221,0.234,0.315
27091,0.18,0.115,0.134,0.205,0.366
27093,0.072,0.144,0.094,0.323,0.367
27095,0.224,0.122,0.159,0.146,0.349
27097,0.14,0.126,0.121,0.24,0.373
27099,0.071,0.107,0.113,0.262,0.448
27101,0.131,0.071,0.224,0.27,0.303
27103,0.063,0.085,0.164,0.296,0.392
27105,0.244,0.078,0.18,0.215,0.284
27107,0.122,0.154,0.109,0.186,0.428
27109,0.023,0.101,0.057,0.333,0.485
27111,0.078,0.182,0.278,0.17,0.291
27113,0.081,0.197,0.211,0.205,0.306
27115,0.178,0.143,0.074,0.242,0.364
27117,0.088,0.182,0.132,0.281,0.317
27119,0.104,0.208,0.197,0.196,0.295
27121,0.139,0.147,0.103,0.216,0.395
27123,0.044,0.046,0.086,0.259,0.564
27125,0.095,0.241,0.194,0.184,0.286
27127,0.081,0.123,0.248,0.255,0.293
27129,0.05,0.136,0.193,0.374,0.247
27131,0.089,0.038,0.117,0.301,0.454
27133,0.095,0.22,0.11,0.247,0.328
27135,0.077,0.151,0.211,0.234,0.327
27137,0.095,0.052,0.098,0.297,0.457
27139,0.021,0.057,0.12,0.319,0.482
27141,0.064,0.175,0.175,0.239,0.346
27143,0.04,0.175,0.172,0.38,0.233
27145,0.082,0.142,0.187,0.174,0.415
27147,0.074,0.062,0.144,0.354,0.365
27149,0.169,0.126,0.117,0.192,0.397
27151,0.17,0.113,0.152,0.212,0.353
27153,0.097,0.198,0.146,0.196,0.363
27155,0.196,0.139,0.16,0.11,0.395
27157,0.041,0.085,0.129,0.318,0.427
27159,0.061,0.211,0.157,0.203,0.367
27161,0.074,0.048,0.117,0.332,0.429
27163,0.044,0.088,0.103,0.262,0.503
27165,0.149,0.053,0.225,0.221,0.352
27167,0.166,0.148,0.239,0.096,0.352
27169,0.029,0.151,0.057,0.328,0.435
27171,0.083,0.109,0.162,0.259,0.387
27173,0.122,0.096,0.254,0.202,0.326
28001,0.113,0.112,0.131,0.084,0.56
28003,0.069,0.131,0.15,0.222,0.428
28005,0.11,0.092,0.122,0.204,0.473
28007,0.065,0.104,0.092,0.139,0.601
28009,0.018,0.014,0.246,0.233,0.489
28011,0.123,0.046,0.127,0.249,0.456
28013,0.074,0.161,0.092,0.179,0.494
28015,0.08,0.144,0.119,0.12,0.537
28017,0.07,0.134,0.088,0.182,0.525
28019,0.035,0.094,0.064,0.219,0.588
28021,0.038,0.061,0.088,0.214,0.598
28023,0.044,0.021,0.133,0.205,0.597
28025,0.029,0.082,0.098,0.214,0.577
28027,0.038,0.056,0.118,0.33,0.459
28029,0.073,0.084,0.134,0.157,0.552
28031,0.11,0.105,0.085,0.193,0.506
28033,0.055,0.078,0.088,0.236,0.543
28035,0.072,0.042,0.091,0.267,0.527
28037,0.087,0.112,0.154,0.138,0.509
28039,0.037,0.102,0.088,0.346,0.428
28041,0.015,0.112,0.07,0.262,0.541
28043,0.056,0.135,0.133,0.189,0.486
28045,0.063,0.09,0.089,0.254,0.503
28047,0.093,0.071,0.142,0.237,0.457
28049,0.019,0.096,0.115,0.183,0.588
28051,0.062,0.072,0.095,0.099,0.672
28053,0.117,0.071,0.098,0.104,0.61
28055,0.03,0.06,0.137,0.162,0.612
28057,0.116,0.074,0.155,0.191,0.464
28059,0.077,0.092,0.12,0.24,0.472
28061,0.066,0.09,0.144,0.167,0.533
28063,0.076,0.083,0.137,0.15,0.555
28065,0.141,0.132,0.101,0.181,0.445
28067,0.069,0.079,0.118,0.169,0.565
28069,0.032,0.021,0.082,0.177,0.687
28071,0.019,0.059,0.161,0.2,0.56
28073,0.087,0.045,0.08,0.27,0.517
28075,0.036,0.018,0.105,0.197,0.643
28077,0.119,0.133,0.142,0.135,0.471
28079,0.031,0.04,0.139,0.158,0.633
28081,0.094,0.092,0.13,0.18,0.505
28083,0.122,0.093,0.119,0.129,0.537
28085,0.077,0.129,0.136,0.142,0.516
28087,0.018,0.052,0.148,0.193,0.59
28089,0.029,0.043,0.184,0.242,0.502
28091,0.137,0.096,0.103,0.255,0.408
28093,0.013,0.006,0.13,0.301,0.55
28095,0.087,0.064,0.139,0.171,0.539
28097,0.058,0.176,0.109,0.147,0.51
28099,0.017,0.018,0.066,0.171,0.729
28101,0.01,0.025,0.1,0.203,0.662
28103,0.009,0.034,0.112,0.203,0.642
28105,0.015,0.07,0.081,0.242,0.591
28107,0.061,0.158,0.113,0.269,0.399
28109,0.05,0.124,0.088,0.251,0.487
28111,0.057,0.056,0.11,0.273,0.503
28113,0.116,0.092,0.106,0.155,0.531
28115,0.06,0.113,0.114,0.197,0.516
28117,0.103,0.104,0.17,0.234,0.389
28119,0.041,0.101,0.1,0.312,0.446
28121,0.031,0.103,0.127,0.179,0.561
28123,0.026,0.049,0.129,0.252,0.543
28125,0.066,0.068,0.148,0.128,0.59
28127,0.081,0.124,0.149,0.154,0.491
28129,0.106,0.172,0.111,0.194,0.417
28131,0.109,0.064,0.124,0.224,0.479
28133,0.137,0.064,0.118,0.182,0.498
28135,0.061,0.086,0.118,0.274,0.461
28137,0.097,0.052,0.149,0.265,0.437
28139,0.068,0.069,0.217,0.213,0.434
28141,0.072,0.179,0.155,0.225,0.37
28143,0.131,0.036,0.089,0.176,0.568
28145,0.078,0.085,0.148,0.219,0.47
28147,0.158,0.086,0.134,0.213,0.409
28149,0.021,0.079,0.095,0.217,0.586
28151,0.138,0.084,0.164,0.114,0.5
28153,0.037,0.062,0.121,0.194,0.587
28155,0.052,0.145,0.079,0.222,0.502
28157,0.146,0.143,0.075,0.155,0.481
28159,0.029,0.038,0.057,0.199,0.676
28161,0.029,0.108,0.121,0.217,0.523
28163,0.05,0.038,0.145,0.159,0.608
29001,0.067,0.098,0.187,0.253,0.395
29003,0.133,0.197,0.164,0.234,0.272
29005,0.09,0.144,0.097,0.287,0.382
29007,0.11,0.078,0.203,0.281,0.327
29009,0.106,0.06,0.256,0.235,0.343
29011,0.15,0.131,0.134,0.111,0.474
29013,0.138,0.068,0.112,0.237,0.444
29015,0.188,0.122,0.168,0.277,0.245
29017,0.097,0.152,0.132,0.268,0.35
29019,0.073,0.075,0.113,0.224,0.515
29021,0.121,0.183,0.175,0.219,0.302
29023,0.189,0.175,0.16,0.135,0.342
29025,0.109,0.133,0.211,0.18,0.367
29027,0.123,0.12,0.217,0.196,0.344
29029,0.266,0.093,0.147,0.124,0.371
29031,0.08,0.109,0.137,0.285,0.389
29033,0.155,0.13,0.078,0.286,0.351
29035,0.159,0.285,0.151,0.125,0.281
29037,0.027,0.082,0.17,0.185,0.535
29039,0.275,0.056,0.173,0.155,0.341
29041,0.117,0.141,0.084,0.278,0.38
29043,0.13,0.113,0.053,0.253,0.451
29045,0.154,0.138,0.165,0.223,0.32
29047,0.033,0.037,0.076,0.199,0.655
29049,0.066,0.103,0.106,0.209,0.517
29051,0.087,0.185,0.107,0.187,0.434
29053,0.06,0.09,0.127,0.183,0.54
29055,0.167,0.148,0.136,0.159,0.391
29057,0.312,0.044,0.138,0.136,0.369
29059,0.165,0.143,0.167,0.154,0.371
29061,0.124,0.166,0.172,0.247,0.291
29063,0.144,0.133,0.159,0.241,0.323
29065,0.167,0.169,0.175,0.196,0.293
29067,0.285,0.149,0.07,0.167,0.328
29069,0.068,0.085,0.154,0.215,0.478
29071,0.122,0.086,0.1,0.233,0.458
29073,0.086,0.207,0.168,0.135,0.404
29075,0.101,0.166,0.182,0.299,0.251
29077,0.099,0.082,0.128,0.272,0.418
29079,0.195,0.193,0.129,0.247,0.236
29081,0.173,0.128,0.215,0.248,0.236
29083,0.128,0.147,0.117,0.345,0.262
29085,0.182,0.18,0.159,0.164,0.316
29087,0.129,0.223,0.156,0.232,0.26
29089,0.076,0.096,0.107,0.191,0.531
29091,0.301,0.142,0.208,0.107,0.242
29093,0.133,0.091,0.072,0.28,0.423
29095,0.027,0.066,0.088,0.21,0.609
29097,0.138,0.152,0.147,0.176,0.388
29099,0.042,0.117,0.178,0.216,0.447
29101,0.168,0.107,0.026,0.189,0.511
29103,0.082,0.112,0.182,0.271,0.353
29105,0.313,0.121,0.172,0.107,0.287
29107,0.033,0.098,0.052,0.247,0.571
29109,0.241,0.05,0.251,0.222,0.237
29111,0.164,0.109,0.177,0.23,0.32
29113,0.063,0.119,0.236,0.282,0.299
29115,0.126,0.156,0.118,0.274,0.326
29117,0.15,0.228,0.111,0.25,0.26
29119,0.152,0.145,0.089,0.138,0.476
29121,0.118,0.127,0.158,0.258,0.338
29123,0.082,0.124,0.092,0.296,0.406
29125,0.098,0.158,0.121,0.198,0.424
29127,0.178,0.093,0.212,0.185,0.332
29129,0.23,0.13,0.216,0.162,0.261
29131,0.2,0.126,0.137,0.147,0.39
29133,0.129,0.097,0.141,0.221,0.413
29135,0.102,0.268,0.11,0.202,0.318
29137,0.164,0.105,0.182,0.203,0.346
29139,0.062,0.077,0.161,0.307,0.392
29141,0.211,0.118,0.175,0.193,0.304
29143,0.098,0.112,0.149,0.18,0.461
29145,0.156,0.121,0.14,0.211,0.373
29147,0.093,0.193,0.16,0.283,0.272
29149,0.142,0.196,0.293,0.129,0.241
29151,0.067,0.133,0.171,0.16,0.469
29153,0.179,0.128,0.128,0.13,0.435
29155,0.079,0.134,0.175,0.204,0.407
29157,0.032,0.102,0.156,0.302,0.408
29159,0.185,0.111,0.156,0.254,0.294
29161,0.139,0.177,0.119,0.244,0.32
29163,0.082,0.128,0.363,0.263,0.164
29165,0.044,0.04,0.088,0.189,0.638
29167,0.183,0.109,0.103,0.189,0.416
29169,0.208,0.103,0.16,0.175,0.354
29171,0.107,0.111,0.209,0.191,0.382
29173,0.16,0.106,0.248,0.196,0.29
29175,0.163,0.088,0.145,0.194,0.41
29177,0.073,0.124,0.233,0.184,0.386
29179,0.137,0.183,0.085,0.229,0.366
29181,0.126,0.254,0.161,0.15,0.308
29183,0.041,0.05,0.091,0.286,0.532
29185,0.163,0.145,0.182,0.279,0.23
29186,0.025,0.14,0.144,0.311,0.38
29187,0.103,0.12,0.085,0.264,0.428
29189,0.024,0.028,0.069,0.182,0.697
29195,0.083,0.23,0.112,0.186,0.389
29197,0.05,0.101,0.211,0.222,0.416
29199,0.073,0.112,0.209,0.246,0.361
29201,0.125,0.115,0.128,0.247,0.385
29203,0.212,0.25,0.198,0.098,0.243
29205,0.142,0.144,0.16,0.238,0.317
29207,0.137,0.12,0.156,0.176,0.411
29209,0.056,0.093,0.171,0.247,0.434
29211,0.136,0.127,0.174,0.223,0.341
29213,0.053,0.079,0.214,0.155,0.499
29215,0.309,0.171,0.231,0.106,0.183
29217,0.164,0.105,0.11,0.125,0.496
29219,0.11,0.083,0.111,0.25,0.446
29221,0.181,0.092,0.118,0.191,0.418
29223,0.191,0.171,0.13,0.196,0.313
29225,0.297,0.09,0.162,0.137,0.313
29227,0.098,0.17,0.218,0.272,0.241
29229,0.419,0.139,0.187,0.1,0.155
29510,0.039,0.017,0.08,0.137,0.726
30001,0.165,0.127,0.102,0.18,0.425
30003,0.136,0.196,0.147,0.25,0.271
30005,0.287,0.08,0.188,0.252,0.192
30007,0.165,0.098,0.099,0.199,0.439
30009,0.14,0.169,0.163,0.26,0.267
30011,0.123,0.121,0.127,0.212,0.417
30013,0.17,0.143,0.16,0.145,0.382
30015,0.196,0.135,0.171,0.152,0.346
30017,0.085,0.261,0.144,0.28,0.23
30019,0.172,0.244,0.186,0.269,0.129
30021,0.139,0.249,0.176,0.274,0.161
30023,0.141,0.173,0.064,0.133,0.489
30025,0.118,0.199,0.146,0.296,0.24
30027,0.284,0.111,0.157,0.187,0.261
30029,0.076,0.167,0.159,0.224,0.374
30031,0.132,0.093,0.115,0.213,0.448
30033,0.134,0.199,0.18,0.265,0.221
30035,0.084,0.154,0.17,0.196,0.396
30037,0.134,0.181,0.168,0.246,0.271
30039,0.116,0.17,0.109,0.183,0.422
30041,0.27,0.106,0.159,0.192,0.273
30043,0.158,0.111,0.076,0.169,0.487
30045,0.233,0.11,0.17,0.139,0.349
30047,0.087,0.23,0.128,0.206,0.349
30049,0.149,0.107,0.08,0.185,0.479
30051,0.188,0.146,0.167,0.147,0.352
30053,0.118,0.174,0.118,0.188,0.402
30055,0.142,0.274,0.179,0.267,0.139
30057,0.172,0.113,0.105,0.21,0.4
30059,0.188,0.093,0.12,0.203,0.396
30061,0.097,0.278,0.119,0.183,0.323
30063,0.091,0.2,0.128,0.209,0.372
30065,0.128,0.178,0.169,0.257,0.268
30067,0.114,0.099,0.106,0.214,0.467
30069,0.157,0.154,0.174,0.247,0.269
30071,0.229,0.114,0.214,0.296,0.147
30073,0.123,0.175,0.17,0.142,0.39
30075,0.193,0.24,0.106,0.188,0.273
30077,0.118,0.144,0.069,0.14,0.53
30079,0.101,0.27,0.171,0.283,0.176
30081,0.121,0.177,0.114,0.195,0.393
30083,0.176,0.216,0.162,0.255,0.191
30085,0.169,0.246,0.178,0.261,0.146
30087,0.126,0.214,0.143,0.248,0.269
30089,0.15,0.204,0.191,0.172,0.283
30091,0.179,0.203,0.178,0.256,0.185
30093,0.158,0.138,0.059,0.143,0.503
30095,0.126,0.173,0.16,0.255,0.286
30097,0.116,0.157,0.126,0.227,0.374
30099,0.134,0.176,0.147,0.152,0.391
30101,0.138,0.165,0.178,0.135,0.384
30103,0.122,0.188,0.16,0.259,0.27
30105,0.172,0.235,0.187,0.291,0.115
30107,0.214,0.135,0.144,0.189,0.318
30109,0.165,0.219,0.161,0.267,0.187
30111,0.129,0.177,0.167,0.262,0.265
31001,0.057,0.128,0.089,0.291,0.435
31003,0.198,0.096,0.191,0.161,0.354
31005,0.144,0.135,0.117,0.248,0.356
31007,0.249,0.128,0.134,0.216,0.272
31009,0.176,0.103,0.123,0.305,0.293
31011,0.156,0.08,0.151,0.197,0.415
31013,0.303,0.112,0.096,0.285,0.203
31015,0.081,0.159,0.267,0.184,0.309
31017,0.141,0.082,0.167,0.275,0.335
31019,0.065,0.113,0.104,0.327,0.391
31021,0.066,0.063,0.09,0.321,0.46
31023,0.027,0.105,0.263,0.238,0.365
31025,0.042,0.049,0.119,0.24,0.55
31027,0.207,0.163,0.161,0.177,0.293
31029,0.055,0.192,0.156,0.232,0.364
31031,0.158,0.042,0.095,0.377,0.328
31033,0.116,0.159,0.164,0.338,0.223
31035,0.064,0.132,0.124,0.28,0.4
31037,0.054,0.089,0.228,0.287,0.341
31039,0.147,0.066,0.122,0.347,0.317
31041,0.143,0.104,0.112,0.328,0.314
31043,0.113,0.167,0.131,0.163,0.425
31045,0.224,0.103,0.11,0.321,0.242
31047,0.096,0.114,0.115,0.348,0.328
31049,0.093,0.147,0.138,0.267,0.355
31051,0.163,0.16,0.131,0.162,0.383
31053,0.14,0.036,0.136,0.374,0.314
31055,0.091,0.069,0.095,0.263,0.482
31057,0.053,0.232,0.173,0.231,0.311
31059,0.053,0.096,0.263,0.375,0.213
31061,0.083,0.168,0.083,0.288,0.378
31063,0.094,0.121,0.136,0.336,0.313
31065,0.101,0.135,0.129,0.319,0.315
31067,0.127,0.03,0.103,0.26,0.48
31069,0.202,0.124,0.119,0.268,0.288
31071,0.168,0.084,0.142,0.236,0.37
31073,0.086,0.12,0.115,0.347,0.333
31075,0.199,0.116,0.102,0.27,0.313
31077,0.122,0.091,0.122,0.245,0.421
31079,0.048,0.114,0.103,0.284,0.451
31081,0.04,0.124,0.157,0.252,0.427
31083,0.089,0.158,0.102,0.302,0.348
31085,0.072,0.151,0.161,0.273,0.343
31087,0.085,0.162,0.19,0.263,0.301
31089,0.113,0.134,0.234,0.154,0.365
31091,0.151,0.123,0.11,0.279,0.337
31093,0.073,0.104,0.108,0.281,0.433
31095,0.206,0.05,0.055,0.306,0.384
31097,0.061,0.175,0.247,0.207,0.31
31099,0.062,0.127,0.094,0.318,0.399
31101,0.093,0.15,0.13,0.235,0.393
31103,0.124,0.09,0.183,0.273,0.331
31105,0.187,0.173,0.161,0.228,0.25
31107,0.171,0.178,0.195,0.157,0.299
31109,0.093,0.061,0.112,0.264,0.47
31111,0.103,0.145,0.123,0.287,0.341
31113,0.14,0.133,0.115,0.308,0.304
31115,0.193,0.084,0.129,0.276,0.318
31117,0.121,0.147,0.115,0.257,0.361
31119,0.251,0.082,0.194,0.156,0.317
31121,0.05,0.125,0.137,0.234,0.454
31123,0.261,0.119,0.124,0.273,0.223
31125,0.091,0.111,0.131,0.207,0.459
31127,0.09,0.148,0.137,0.293,0.333
31129,0.138,0.132,0.064,0.349,0.318
31131,0.11,0.097,0.09,0.275,0.428
31133,0.067,0.147,0.215,0.254,0.316
31135,0.069,0.164,0.142,0.233,0.393
31137,0.072,0.126,0.103,0.336,0.363
31139,0.253,0.11,0.185,0.142,0.311
31141,0.044,0.094,0.176,0.254,0.432
31143,0.029,0.167,0.277,0.174,0.353
31145,0.102,0.123,0.169,0.308,0.298
31147,0.098,0.185,0.166,0.252,0.298
31149,0.13,0.102,0.198,0.222,0.349
31151,0.021,0.07,0.186,0.217,0.507
31153,0.094,0.069,0.144,0.26,0.433
31155,0.108,0.09,0.28,0.223,0.3
31157,0.256,0.132,0.113,0.245,0.255
31159,0.028,0.046,0.216,0.109,0.601
31161,0.248,0.083,0.094,0.333,0.242
31163,0.093,0.099,0.11,0.307,0.39
31165,0.241,0.161,0.101,0.292,0.205
31167,0.265,0.08,0.192,0.154,0.309
31169,0.185,0.071,0.066,0.429,0.249
31171,0.152,0.12,0.118,0.302,0.308
31173,0.123,0.153,0.119,0.187,0.418
31175,0.135,0.09,0.118,0.278,0.38
31177,0.086,0.116,0.15,0.261,0.386
31179,0.245,0.12,0.155,0.141,0.34
31181,0.091,0.167,0.068,0.286,0.389
31183,0.162,0.084,0.155,0.201,0.399
31185,0.044,0.168,0.422,0.184,0.182
32001,0.022,0.093,0.058,0.153,0.674
32003,0.027,0.032,0.054,0.145,0.742
32005,0.029,0.055,0.091,0.238,0.588
32007,0.021,0.046,0.19,0.364,0.379
32009,0.086,0.004,0.006,0.032,0.872
32011,0.002,0.054,0.17,0.386,0.387
32013,0.008,0.042,0.156,0.069,0.725
32015,0.004,0.085,0.142,0.182,0.588
32017,0.048,0.019,0.147,0.177,0.61
32019,0.037,0.069,0.05,0.173,0.671
32021,0.022,0.018,0.09,0.115,0.755
32023,0.061,0.038,0.052,0.183,0.666
32027,0.01,0.013,0.248,0.038,0.691
32029,0.015,0.038,0.039,0.126,0.782
32031,0.024,0.025,0.06,0.215,0.676
32033,0.059,0.016,0.208,0.421,0.296
32510,0.023,0.064,0.054,0.274,0.585
33001,0.114,0.02,0.11,0.158,0.598
33003,0.088,0.035,0.107,0.172,0.598
33005,0.02,0.075,0.093,0.202,0.609
33007,0.017,0.05,0.068,0.169,0.697
33009,0.039,0.026,0.032,0.199,0.705
33011,0.03,0.069,0.066,0.164,0.67
33013,0.085,0.067,0.075,0.158,0.615
33015,0.018,0.057,0.074,0.212,0.639
33017,0.08,0.074,0.098,0.19,0.558
33019,0.06,0.103,0.012,0.252,0.574
34001,0.019,0.041,0.03,0.176,0.734
34003,0.02,0.014,0.053,0.151,0.762
34005,0.023,0.02,0.043,0.134,0.779
34007,0.028,0.005,0.027,0.137,0.802
34009,0.013,0.011,0.022,0.214,0.74
34011,0.032,0.006,0.058,0.142,0.762
34013,0.035,0.014,0.085,0.183,0.682
34015,0.047,0.01,0.052,0.145,0.746
34017,0.022,0.019,0.077,0.211,0.67
34019,0.007,0.038,0.065,0.085,0.804
34021,0.017,0.014,0.05,0.162,0.757
34023,0.02,0.016,0.054,0.146,0.765
34025,0.01,0.022,0.041,0.164,0.764
34027,0.023,0.018,0.049,0.191,0.72
34029,0.012,0.056,0.055,0.104,0.772
34031,0.029,0.015,0.063,0.138,0.756
34033,0.041,0.043,0.036,0.154,0.726
34035,0.016,0.027,0.046,0.12,0.791
34037,0.02,0.026,0.029,0.205,0.72
34039,0.012,0.011,0.059,0.202,0.716
34041,0.035,0.02,0.044,0.152,0.749
35001,0.036,0.014,0.057,0.135,0.758
35003,0.054,0.039,0.036,0.109,0.762
35005,0.074,0.04,0.108,0.144,0.634
35006,0.003,0.059,0.014,0.085,0.839
35007,0.041,0.019,0.091,0.106,0.743
35009,0.011,0.129,0.111,0.209,0.54
35011,0.036,0.069,0.085,0.098,0.712
35013,0.011,0.044,0.036,0.097,0.812
35015,0.2,0.07,0.092,0.239,0.399
35017,0.043,0.031,0.15,0.205,0.572
35019,0.014,0.049,0.072,0.098,0.766
35021,0.057,0.152,0.062,0.115,0.614
35023,0.056,0.037,0.186,0.153,0.569
35025,0.112,0.024,0.115,0.331,0.418
35027,0.04,0.012,0.055,0.162,0.731
35028,0.001,0.041,0.076,0.173,0.709
35029,0.105,0.046,0.024,0.11,0.715
35031,0.01,0.06,0.008,0.202,0.721
35033,0.002,0.027,0.067,0.098,0.806
35035,0.074,0.03,0.143,0.158,0.595
35037,0.049,0.152,0.07,0.159,0.571
35039,0.007,0.054,0.102,0.162,0.675
