Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
12/02/2020,02/01/2020,11/28/2020,New Jersey,Female,1-4 years,,19,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Jersey,Female,5-14 years,0,25,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Jersey,Female,15-24 years,,124,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Jersey,Female,18-29 years,18,276,15,,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Jersey,Female,25-34 years,38,376,28,15,,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Jersey,Female,30-49 years,157,1404,119,70,,209,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Jersey,Female,35-44 years,70,643,51,33,,89,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Jersey,Female,45-54 years,198,1385,154,94,,259,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Jersey,Female,50-64 years,742,4352,541,362,,927,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Jersey,Female,55-64 years,608,3521,438,297,,754,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Jersey,Female,65-74 years,1082,5841,791,534,,1342,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Jersey,Female,75-84 years,1827,9286,1359,907,12,2290,
12/02/2020,02/01/2020,11/28/2020,New Jersey,Female,85 years and over,3164,17332,2120,1345,23,3959,
12/02/2020,02/01/2020,11/28/2020,New Jersey,Unknown,All Ages,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Jersey,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Jersey,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Jersey,Unknown,1-4 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Jersey,Unknown,5-14 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Jersey,Unknown,15-24 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Jersey,Unknown,18-29 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Jersey,Unknown,25-34 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Jersey,Unknown,30-49 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Jersey,Unknown,35-44 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Jersey,Unknown,45-54 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Jersey,Unknown,50-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Jersey,Unknown,55-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Jersey,Unknown,65-74 years,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Jersey,Unknown,75-84 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Jersey,Unknown,85 years and over,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Mexico,All Sexes,All Ages,1222,16590,1386,586,31,2052,
12/02/2020,02/01/2020,11/28/2020,New Mexico,Male,All Ages,652,8925,762,316,17,1115,
12/02/2020,02/01/2020,11/28/2020,New Mexico,Male,Under 1 year,0,31,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Male,0-17 years,0,87,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Male,1-4 years,0,11,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Mexico,Male,5-14 years,0,20,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Male,15-24 years,,155,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Male,18-29 years,,322,12,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Male,25-34 years,24,427,25,13,0,36,
12/02/2020,02/01/2020,11/28/2020,New Mexico,Male,30-49 years,68,1059,70,39,,101,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Male,35-44 years,33,512,33,19,,49,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Male,45-54 years,54,715,61,31,,88,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Male,50-64 years,139,1752,160,79,,225,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Male,55-64 years,104,1349,121,58,,168,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Male,65-74 years,156,1864,173,78,,255,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Male,75-84 years,141,2032,183,64,,264,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Male,85 years and over,139,1809,163,52,,251,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Female,All Ages,570,7665,624,270,14,937,
12/02/2020,02/01/2020,11/28/2020,New Mexico,Female,Under 1 year,0,26,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Mexico,Female,0-17 years,0,51,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Female,1-4 years,0,,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Female,15-24 years,,59,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Female,18-29 years,,120,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Female,25-34 years,10,192,,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Female,30-49 years,35,563,39,21,,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Female,35-44 years,18,265,18,11,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Female,45-54 years,37,440,41,25,,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Female,50-64 years,92,1056,108,53,,151,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Female,55-64 years,65,794,84,35,,117,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Female,65-74 years,107,1402,142,62,,189,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Female,75-84 years,157,1866,173,74,,257,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Female,85 years and over,174,2607,157,59,,274,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New Mexico,Unknown,All Ages,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Mexico,Unknown,Under 1 year,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Mexico,Unknown,0-17 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Mexico,Unknown,1-4 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Mexico,Unknown,5-14 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Mexico,Unknown,15-24 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Mexico,Unknown,18-29 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Mexico,Unknown,25-34 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Mexico,Unknown,30-49 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Mexico,Unknown,35-44 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Mexico,Unknown,45-54 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Mexico,Unknown,50-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Mexico,Unknown,55-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Mexico,Unknown,65-74 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Mexico,Unknown,75-84 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New Mexico,Unknown,85 years and over,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New York,All Sexes,All Ages,12534,97545,12216,5907,222,19045,
12/02/2020,02/01/2020,11/28/2020,New York,Male,All Ages,6622,49066,6575,3232,114,10068,
12/02/2020,02/01/2020,11/28/2020,New York,Male,Under 1 year,,220,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York,Male,0-17 years,,374,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York,Male,1-4 years,0,33,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York,Male,5-14 years,,62,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York,Male,15-24 years,13,512,14,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York,Male,18-29 years,32,974,31,12,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York,Male,25-34 years,51,1194,46,23,,76,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York,Male,30-49 years,315,3333,234,149,,406,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York,Male,35-44 years,132,1610,93,54,,173,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York,Male,45-54 years,403,2907,324,207,,526,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York,Male,50-64 years,1219,8752,1047,600,21,1685,
12/02/2020,02/01/2020,11/28/2020,New York,Male,55-64 years,967,6895,835,471,18,1347,
12/02/2020,02/01/2020,11/28/2020,New York,Male,65-74 years,1594,10292,1472,786,28,2304,
12/02/2020,02/01/2020,11/28/2020,New York,Male,75-84 years,1759,12016,1780,864,27,2700,
12/02/2020,02/01/2020,11/28/2020,New York,Male,85 years and over,1700,13325,2007,820,29,2913,
12/02/2020,02/01/2020,11/28/2020,New York,Female,All Ages,5912,48475,5641,2675,108,8977,
12/02/2020,02/01/2020,11/28/2020,New York,Female,Under 1 year,0,167,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York,Female,0-17 years,,265,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York,Female,1-4 years,0,29,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York,Female,5-14 years,0,49,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York,Female,15-24 years,,197,,0,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York,Female,18-29 years,13,384,17,,,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York,Female,25-34 years,22,479,21,11,0,32,
12/02/2020,02/01/2020,11/28/2020,New York,Female,30-49 years,120,1709,114,59,,178,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York,Female,35-44 years,56,784,49,29,,78,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York,Female,45-54 years,144,1600,140,65,,221,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York,Female,50-64 years,561,5312,592,285,15,881,
12/02/2020,02/01/2020,11/28/2020,New York,Female,55-64 years,470,4365,504,244,13,742,
12/02/2020,02/01/2020,11/28/2020,New York,Female,65-74 years,913,7581,904,459,16,1374,
12/02/2020,02/01/2020,11/28/2020,New York,Female,75-84 years,1462,11309,1428,691,19,2218,
12/02/2020,02/01/2020,11/28/2020,New York,Female,85 years and over,2842,21915,2585,1176,49,4293,
12/02/2020,02/01/2020,11/28/2020,New York,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York,Unknown,1-4 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New York,Unknown,5-14 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New York,Unknown,15-24 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New York,Unknown,18-29 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New York,Unknown,25-34 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New York,Unknown,30-49 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New York,Unknown,35-44 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New York,Unknown,45-54 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New York,Unknown,50-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New York,Unknown,55-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New York,Unknown,65-74 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New York,Unknown,75-84 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New York,Unknown,85 years and over,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New York City,All Sexes,All Ages,21136,71255,11884,8098,969,25058,
12/02/2020,02/01/2020,11/28/2020,New York City,Male,All Ages,12518,37979,6826,4773,587,14629,
12/02/2020,02/01/2020,11/28/2020,New York City,Male,Under 1 year,,178,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Male,0-17 years,,288,,,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Male,1-4 years,,25,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Male,5-14 years,,55,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Male,15-24 years,24,365,13,,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Male,18-29 years,64,750,29,16,,77,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Male,25-34 years,120,955,68,44,,144,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Male,30-49 years,880,3291,399,296,61,992,
12/02/2020,02/01/2020,11/28/2020,New York City,Male,35-44 years,408,1567,166,126,27,455,
12/02/2020,02/01/2020,11/28/2020,New York City,Male,45-54 years,1011,3067,496,365,73,1147,
12/02/2020,02/01/2020,11/28/2020,New York City,Male,50-64 years,2890,8302,1463,1067,192,3303,
12/02/2020,02/01/2020,11/28/2020,New York City,Male,55-64 years,2271,6419,1149,836,149,2598,
12/02/2020,02/01/2020,11/28/2020,New York City,Male,65-74 years,3328,8690,1739,1283,141,3790,
12/02/2020,02/01/2020,11/28/2020,New York City,Male,75-84 years,3183,8847,1807,1264,106,3735,
12/02/2020,02/01/2020,11/28/2020,New York City,Male,85 years and over,2165,7811,1381,846,78,2714,
12/02/2020,02/01/2020,11/28/2020,New York City,Female,All Ages,8617,33264,5057,3325,382,10427,
12/02/2020,02/01/2020,11/28/2020,New York City,Female,Under 1 year,,139,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Female,0-17 years,,198,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Female,1-4 years,,13,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Female,5-14 years,,33,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Female,15-24 years,10,134,,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Female,18-29 years,27,255,19,,,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Female,25-34 years,59,351,30,17,,73,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Female,30-49 years,312,1423,156,96,23,375,
12/02/2020,02/01/2020,11/28/2020,New York City,Female,35-44 years,119,664,68,36,,152,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Female,45-54 years,401,1497,219,145,33,479,
12/02/2020,02/01/2020,11/28/2020,New York City,Female,50-64 years,1320,4572,744,525,87,1554,
12/02/2020,02/01/2020,11/28/2020,New York City,Female,55-64 years,1072,3617,596,429,68,1252,
12/02/2020,02/01/2020,11/28/2020,New York City,Female,65-74 years,1800,5839,997,702,89,2111,
12/02/2020,02/01/2020,11/28/2020,New York City,Female,75-84 years,2341,7847,1395,940,90,2814,
12/02/2020,02/01/2020,11/28/2020,New York City,Female,85 years and over,2811,13130,1742,1051,89,3526,
12/02/2020,02/01/2020,11/28/2020,New York City,Unknown,All Ages,,12,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Unknown,Under 1 year,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New York City,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Unknown,1-4 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New York City,Unknown,5-14 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New York City,Unknown,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Unknown,18-29 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Unknown,25-34 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,New York City,Unknown,30-49 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Unknown,35-44 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Unknown,45-54 years,,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Unknown,50-64 years,,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Unknown,55-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Unknown,65-74 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Unknown,75-84 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,New York City,Unknown,85 years and over,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,All Sexes,All Ages,3117,64175,4687,1284,232,6749,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Male,All Ages,1621,32918,2490,704,109,3513,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Male,Under 1 year,0,258,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Male,0-17 years,,459,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Male,1-4 years,0,43,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Male,5-14 years,,78,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Male,15-24 years,,612,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Male,18-29 years,,1041,12,,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Male,25-34 years,14,1129,23,,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Male,30-49 years,102,3008,108,40,,178,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Male,35-44 years,46,1384,46,16,,80,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Male,45-54 years,114,2405,122,45,,199,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Male,50-64 years,300,6592,429,137,36,628,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Male,55-64 years,232,5191,355,112,32,507,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Male,65-74 years,395,7544,618,159,23,875,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Male,75-84 years,457,7979,735,195,19,1016,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Male,85 years and over,360,6295,583,171,18,789,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Female,All Ages,1496,31250,2197,580,123,3236,
12/02/2020,02/01/2020,11/28/2020,North Carolina,Female,Under 1 year,0,212,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Female,0-17 years,0,318,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Female,1-4 years,0,22,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Female,5-14 years,0,53,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Female,15-24 years,,239,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,North Carolina,Female,18-29 years,,424,11,,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
