county,state,population2013,Core_Based_Statistical_Area
Hart,Georgia,25446,
Heard,Georgia,11558,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Henry,Georgia,211128,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Houston,Georgia,147658,"Warner Robins, GA Metropolitan Statistical Area"
Irwin,Georgia,9427,
Jackson,Georgia,61044,"Jefferson, GA Micropolitan Statistical Area"
Jasper,Georgia,13601,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Jeff Davis,Georgia,15004,
Jefferson,Georgia,16320,
Jenkins,Georgia,9269,
Johnson,Georgia,9767,"Dublin, GA Micropolitan Statistical Area"
Jones,Georgia,28569,"Macon, GA Metropolitan Statistical Area"
Lamar,Georgia,17959,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Lanier,Georgia,10408,"Valdosta, GA Metropolitan Statistical Area"
Laurens,Georgia,47999,"Dublin, GA Micropolitan Statistical Area"
Lee,Georgia,29071,"Albany, GA Metropolitan Statistical Area"
Liberty,Georgia,64135,"Hinesville, GA Metropolitan Statistical Area"
Lincoln,Georgia,7751,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area"
Long,Georgia,16624,"Hinesville, GA Metropolitan Statistical Area"
Lowndes,Georgia,112916,"Valdosta, GA Metropolitan Statistical Area"
Lumpkin,Georgia,30918,
McDuffie,Georgia,21565,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area"
McIntosh,Georgia,14007,"Brunswick, GA Metropolitan Statistical Area"
Macon,Georgia,14009,
Madison,Georgia,28057,"Athens-Clarke County, GA Metropolitan Statistical Area"
Marion,Georgia,8640,"Columbus, GA-AL Metropolitan Statistical Area"
Meriwether,Georgia,21232,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Miller,Georgia,5932,
Mitchell,Georgia,23045,
Monroe,Georgia,26984,"Macon, GA Metropolitan Statistical Area"
Montgomery,Georgia,9021,"Vidalia, GA Micropolitan Statistical Area"
Morgan,Georgia,17781,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Murray,Georgia,39267,"Dalton, GA Metropolitan Statistical Area"
Muscogee,Georgia,202824,"Columbus, GA-AL Metropolitan Statistical Area"
Newton,Georgia,102446,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Oconee,Georgia,34035,"Athens-Clarke County, GA Metropolitan Statistical Area"
Oglethorpe,Georgia,14548,"Athens-Clarke County, GA Metropolitan Statistical Area"
Paulding,Georgia,146950,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Peach,Georgia,27014,"Warner Robins, GA Metropolitan Statistical Area"
Pickens,Georgia,29584,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Pierce,Georgia,18938,"Waycross, GA Micropolitan Statistical Area"
Pike,Georgia,17796,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Polk,Georgia,41183,"Cedartown, GA Micropolitan Statistical Area"
Pulaski,Georgia,11542,"Warner Robins, GA Metropolitan Statistical Area"
Putnam,Georgia,21371,
Quitman,Georgia,2367,
Rabun,Georgia,16235,
Randolph,Georgia,7197,
Richmond,Georgia,202003,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area"
Rockdale,Georgia,86919,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Schley,Georgia,5089,"Americus, GA Micropolitan Statistical Area"
Screven,Georgia,14240,
Seminole,Georgia,8945,
Spalding,Georgia,63829,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Stephens,Georgia,25683,"Toccoa, GA Micropolitan Statistical Area"
Stewart,Georgia,5868,
Sumter,Georgia,31364,"Americus, GA Micropolitan Statistical Area"
Talbot,Georgia,6456,
Taliaferro,Georgia,1703,
Tattnall,Georgia,25526,
Taylor,Georgia,8464,
Telfair,Georgia,16591,
Terrell,Georgia,9022,"Albany, GA Metropolitan Statistical Area"
Thomas,Georgia,44869,"Thomasville, GA Micropolitan Statistical Area"
Tift,Georgia,40286,"Tifton, GA Micropolitan Statistical Area"
Toombs,Georgia,27273,"Vidalia, GA Micropolitan Statistical Area"
Towns,Georgia,10771,
Treutlen,Georgia,6712,
Troup,Georgia,69053,"LaGrange, GA Micropolitan Statistical Area"
Turner,Georgia,8134,
Twiggs,Georgia,8481,"Macon, GA Metropolitan Statistical Area"
Union,Georgia,21566,
Upson,Georgia,26566,"Thomaston, GA Micropolitan Statistical Area"
Walker,Georgia,68198,"Chattanooga, TN-GA Metropolitan Statistical Area"
Walton,Georgia,85754,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Ware,Georgia,35709,"Waycross, GA Micropolitan Statistical Area"
Warren,Georgia,5558,
Washington,Georgia,20676,
Wayne,Georgia,30077,"Jesup, GA Micropolitan Statistical Area"
Webster,Georgia,2719,
Wheeler,Georgia,7909,
White,Georgia,27797,
Whitfield,Georgia,102945,"Dalton, GA Metropolitan Statistical Area"
Wilcox,Georgia,8960,
Wilkes,Georgia,10010,
Wilkinson,Georgia,9432,
Worth,Georgia,21291,"Albany, GA Metropolitan Statistical Area"
Guam,Guam,162742,
Hawaii,Hawaiʻi,190821,"Hilo, HI Micropolitan Statistical Area"
"Honolulu, City and County of",Hawaiʻi,983429,"Urban Honolulu, HI Metropolitan Statistical Area"
Kalawao,Hawaiʻi,90,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area"
Kauai,Hawaiʻi,69512,"Kapaa, HI Micropolitan Statistical Area"
Maui,Hawaiʻi,160202,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area"
Ada,Idaho,416464,"Boise City, ID Metropolitan Statistical Area"
Adams,Idaho,3828,
Bannock,Idaho,83249,"Pocatello, ID Metropolitan Statistical Area"
Bear Lake,Idaho,5943,
Benewah,Idaho,9044,
Bingham,Idaho,45290,"Blackfoot, ID Micropolitan Statistical Area"
Blaine,Idaho,21329,"Hailey, ID Micropolitan Statistical Area"
Boise,Idaho,6795,"Boise City, ID Metropolitan Statistical Area"
Bonner,Idaho,40699,"Sandpoint, ID Micropolitan Statistical Area"
Bonneville,Idaho,107517,"Idaho Falls, ID Metropolitan Statistical Area"
Boundary,Idaho,10853,
Butte,Idaho,2642,"Idaho Falls, ID Metropolitan Statistical Area"
Camas,Idaho,1042,"Hailey, ID Micropolitan Statistical Area"
Canyon,Idaho,198871,"Boise City, ID Metropolitan Statistical Area"
Caribou,Idaho,6808,
Cassia,Idaho,23331,"Burley, ID Micropolitan Statistical Area"
Clark,Idaho,867,
Clearwater,Idaho,8577,
Custer,Idaho,4249,
Elmore,Idaho,26170,"Mountain Home, ID Micropolitan Statistical Area"
Franklin,Idaho,12854,"Logan, UT-ID Metropolitan Statistical Area"
Fremont,Idaho,12927,"Rexburg, ID Micropolitan Statistical Area"
Gem,Idaho,16686,"Boise City, ID Metropolitan Statistical Area"
Gooding,Idaho,15080,
Idaho,Idaho,16116,
Jefferson,Idaho,26914,"Idaho Falls, ID Metropolitan Statistical Area"
Jerome,Idaho,22514,"Twin Falls, ID Micropolitan Statistical Area"
Kootenai,Idaho,144265,"Coeur d'Alene, ID Metropolitan Statistical Area"
Latah,Idaho,38078,"Moscow, ID Micropolitan Statistical Area"
Lemhi,Idaho,7712,
Lewis,Idaho,3902,
Lincoln,Idaho,5315,"Hailey, ID Micropolitan Statistical Area"
Madison,Idaho,37450,"Rexburg, ID Micropolitan Statistical Area"
Minidoka,Idaho,20292,"Burley, ID Micropolitan Statistical Area"
Nez Perce,Idaho,39915,"Lewiston, ID-WA Metropolitan Statistical Area"
Oneida,Idaho,4275,
Owyhee,Idaho,11472,"Boise City, ID Metropolitan Statistical Area"
Payette,Idaho,22610,"Ontario, OR-ID Micropolitan Statistical Area"
Power,Idaho,7719,
Shoshone,Idaho,12690,
Teton,Idaho,10275,"Jackson, WY-ID Micropolitan Statistical Area"
Twin Falls,Idaho,79957,"Twin Falls, ID Micropolitan Statistical Area"
Valley,Idaho,9606,
Washington,Idaho,9944,
Adams,Illinois,67130,"Quincy, IL-MO Micropolitan Statistical Area"
Alexander,Illinois,7629,"Cape Girardeau, MO-IL Metropolitan Statistical Area"
Bond,Illinois,17470,"St. Louis, MO-IL Metropolitan Statistical Area"
Boone,Illinois,53957,"Rockford, IL Metropolitan Statistical Area"
Brown,Illinois,6860,
Bureau,Illinois,34056,"Ottawa, IL Micropolitan Statistical Area"
Calhoun,Illinois,5059,"St. Louis, MO-IL Metropolitan Statistical Area"
Carroll,Illinois,14910,
Cass,Illinois,13324,
Champaign,Illinois,204897,"Champaign-Urbana, IL Metropolitan Statistical Area"
Christian,Illinois,34298,"Taylorville, IL Micropolitan Statistical Area"
Clark,Illinois,16182,
Clay,Illinois,13566,
Clinton,Illinois,37907,"St. Louis, MO-IL Metropolitan Statistical Area"
Coles,Illinois,53697,"Charleston-Mattoon, IL Micropolitan Statistical Area"
Cook,Illinois,5240700,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
Crawford,Illinois,19505,
Cumberland,Illinois,10939,"Charleston-Mattoon, IL Micropolitan Statistical Area"
DeKalb,Illinois,104741,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
De Witt,Illinois,16420,"Bloomington, IL Metropolitan Statistical Area"
Douglas,Illinois,19887,
DuPage,Illinois,932126,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
Edgar,Illinois,17960,
Edwards,Illinois,6672,
Effingham,Illinois,34307,"Effingham, IL Micropolitan Statistical Area"
Fayette,Illinois,22060,
Ford,Illinois,13832,"Champaign-Urbana, IL Metropolitan Statistical Area"
Franklin,Illinois,39202,
Fulton,Illinois,36346,"Canton, IL Micropolitan Statistical Area"
Gallatin,Illinois,5415,
Greene,Illinois,13629,
Grundy,Illinois,50228,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
Hamilton,Illinois,8368,
Hancock,Illinois,18618,"Fort Madison-Keokuk, IA-IL-MO Micropolitan Statistical Area"
Hardin,Illinois,4181,
Henderson,Illinois,6990,"Burlington, IA-IL Micropolitan Statistical Area"
Henry,Illinois,49860,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area"
Iroquois,Illinois,28982,
Jackson,Illinois,59814,"Carbondale-Marion, IL Metropolitan Statistical Area"
Jasper,Illinois,9592,
Jefferson,Illinois,38644,"Mount Vernon, IL Micropolitan Statistical Area"
Jersey,Illinois,22641,"St. Louis, MO-IL Metropolitan Statistical Area"
Jo Daviess,Illinois,22407,
Johnson,Illinois,12677,
Kane,Illinois,523643,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
Kankakee,Illinois,112120,"Kankakee, IL Metropolitan Statistical Area"
Kendall,Illinois,119348,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
Knox,Illinois,52078,"Galesburg, IL Micropolitan Statistical Area"
Lake,Illinois,703019,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
LaSalle,Illinois,112183,"Ottawa, IL Micropolitan Statistical Area"
Lawrence,Illinois,16558,
Lee,Illinois,34858,"Dixon, IL Micropolitan Statistical Area"
Livingston,Illinois,38186,"Pontiac, IL Micropolitan Statistical Area"
Logan,Illinois,29964,"Lincoln, IL Micropolitan Statistical Area"
McDonough,Illinois,32464,"Macomb, IL Micropolitan Statistical Area"
McHenry,Illinois,307409,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
McLean,Illinois,174647,"Bloomington, IL Metropolitan Statistical Area"
Macon,Illinois,109278,"Decatur, IL Metropolitan Statistical Area"
Macoupin,Illinois,46880,"St. Louis, MO-IL Metropolitan Statistical Area"
Madison,Illinois,267225,"St. Louis, MO-IL Metropolitan Statistical Area"
Marion,Illinois,38622,"Centralia, IL Micropolitan Statistical Area"
Marshall,Illinois,12153,"Peoria, IL Metropolitan Statistical Area"
Mason,Illinois,14248,
Massac,Illinois,15073,"Paducah, KY-IL Micropolitan Statistical Area"
Menard,Illinois,12607,"Springfield, IL Metropolitan Statistical Area"
Mercer,Illinois,16178,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area"
Monroe,Illinois,33493,"St. Louis, MO-IL Metropolitan Statistical Area"
Montgomery,Illinois,29654,
Morgan,Illinois,35067,"Jacksonville, IL Micropolitan Statistical Area"
Moultrie,Illinois,14876,
Ogle,Illinois,52385,"Rochelle, IL Micropolitan Statistical Area"
Peoria,Illinois,188429,"Peoria, IL Metropolitan Statistical Area"
Perry,Illinois,21887,
Piatt,Illinois,16433,"Champaign-Urbana, IL Metropolitan Statistical Area"
Pike,Illinois,16150,
Pope,Illinois,4312,
Pulaski,Illinois,5908,
Putnam,Illinois,5801,"Ottawa, IL Micropolitan Statistical Area"
Randolph,Illinois,32890,
Richland,Illinois,16182,
Rock Island,Illinois,147258,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area"
St. Clair,Illinois,266955,"St. Louis, MO-IL Metropolitan Statistical Area"
Saline,Illinois,24939,
Sangamon,Illinois,199145,"Springfield, IL Metropolitan Statistical Area"
Schuyler,Illinois,7444,
Scott,Illinois,5222,"Jacksonville, IL Micropolitan Statistical Area"
Shelby,Illinois,22119,
Stark,Illinois,5907,"Peoria, IL Metropolitan Statistical Area"
Stephenson,Illinois,46740,"Freeport, IL Micropolitan Statistical Area"
Tazewell,Illinois,136352,"Peoria, IL Metropolitan Statistical Area"
Union,Illinois,17583,
Vermilion,Illinois,80329,"Danville, IL Metropolitan Statistical Area"
Wabash,Illinois,11665,
Warren,Illinois,17726,
Washington,Illinois,14448,
Wayne,Illinois,16612,
White,Illinois,14549,
Whiteside,Illinois,57557,"Sterling, IL Micropolitan Statistical Area"
Will,Illinois,682829,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
Williamson,Illinois,66924,"Carbondale-Marion, IL Metropolitan Statistical Area"
Winnebago,Illinois,290666,"Rockford, IL Metropolitan Statistical Area"
Woodford,Illinois,39273,"Peoria, IL Metropolitan Statistical Area"
Adams,Indiana,34614,"Decatur, IN Micropolitan Statistical Area"
Allen,Indiana,363014,"Fort Wayne, IN Metropolitan Statistical Area"
Bartholomew,Indiana,79587,"Columbus, IN Metropolitan Statistical Area"
Benton,Indiana,8767,"Lafayette-West Lafayette, IN Metropolitan Statistical Area"
Blackford,Indiana,12481,
Boone,Indiana,60477,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
Brown,Indiana,15023,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
Carroll,Indiana,20086,"Lafayette-West Lafayette, IN Metropolitan Statistical Area"
Cass,Indiana,38463,"Logansport, IN Micropolitan Statistical Area"
Clark,Indiana,112938,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
Clay,Indiana,26803,"Terre Haute, IN Metropolitan Statistical Area"
Clinton,Indiana,32916,"Frankfort, IN Micropolitan Statistical Area"
Crawford,Indiana,10621,
Daviess,Indiana,32407,"Washington, IN Micropolitan Statistical Area"
Dearborn,Indiana,49904,"Cincinnati, OH-KY-IN Metropolitan Statistical Area"
Decatur,Indiana,26277,"Greensburg, IN Micropolitan Statistical Area"
DeKalb,Indiana,42307,"Auburn, IN Micropolitan Statistical Area"
Delaware,Indiana,117484,"Muncie, IN Metropolitan Statistical Area"
Dubois,Indiana,42361,"Jasper, IN Micropolitan Statistical Area"
Elkhart,Indiana,200563,"Elkhart-Goshen, IN Metropolitan Statistical Area"
Fayette,Indiana,23861,"Connersville, IN Micropolitan Statistical Area"
Floyd,Indiana,76244,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
Fountain,Indiana,16880,
Franklin,Indiana,22951,
Fulton,Indiana,20449,
Gibson,Indiana,33612,
Grant,Indiana,69126,"Marion, IN Micropolitan Statistical Area"
Greene,Indiana,32781,
Hamilton,Indiana,296693,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
Hancock,Indiana,71575,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
Harrison,Indiana,39163,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
Hendricks,Indiana,153879,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
Henry,Indiana,49044,"New Castle, IN Micropolitan Statistical Area"
Howard,Indiana,82760,"Kokomo, IN Metropolitan Statistical Area"
Huntington,Indiana,36791,"Huntington, IN Micropolitan Statistical Area"
Jackson,Indiana,43466,"Seymour, IN Micropolitan Statistical Area"
Jasper,Indiana,33389,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
Jay,Indiana,21330,
Jefferson,Indiana,32458,"Madison, IN Micropolitan Statistical Area"
Jennings,Indiana,28241,"North Vernon, IN Micropolitan Statistical Area"
Johnson,Indiana,145535,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
Knox,Indiana,37954,"Vincennes, IN Micropolitan Statistical Area"
Kosciusko,Indiana,77963,"Warsaw, IN Micropolitan Statistical Area"
LaGrange,Indiana,37996,
Lake,Indiana,491456,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
LaPorte,Indiana,111281,"Michigan City-La Porte, IN Metropolitan Statistical Area"
Lawrence,Indiana,45844,"Bedford, IN Micropolitan Statistical Area"
Madison,Indiana,130482,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
Marion,Indiana,928281,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
Marshall,Indiana,47109,"Plymouth, IN Micropolitan Statistical Area"
Martin,Indiana,10160,
Miami,Indiana,36140,"Peru, IN Micropolitan Statistical Area"
Monroe,Indiana,141888,"Bloomington, IN Metropolitan Statistical Area"
Montgomery,Indiana,38177,"Crawfordsville, IN Micropolitan Statistical Area"
Morgan,Indiana,69782,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
Newton,Indiana,14087,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
Noble,Indiana,47570,"Kendallville, IN Micropolitan Statistical Area"
Ohio,Indiana,5994,"Cincinnati, OH-KY-IN Metropolitan Statistical Area"
Orange,Indiana,19773,
Owen,Indiana,21201,"Bloomington, IN Metropolitan Statistical Area"
Parke,Indiana,17202,
Perry,Indiana,19558,
Pike,Indiana,12683,"Jasper, IN Micropolitan Statistical Area"
Porter,Indiana,166557,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
Posey,Indiana,25486,"Evansville, IN-KY Metropolitan Statistical Area"
Pulaski,Indiana,13007,
Putnam,Indiana,37505,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
Randolph,Indiana,25627,
Ripley,Indiana,28419,
Rush,Indiana,17004,
St. Joseph,Indiana,266709,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area"
Scott,Indiana,23972,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
Shelby,Indiana,44729,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
Spencer,Indiana,20944,
Starke,Indiana,23197,
Steuben,Indiana,34358,"Angola, IN Micropolitan Statistical Area"
Sullivan,Indiana,21223,"Terre Haute, IN Metropolitan Statistical Area"
Switzerland,Indiana,10526,
Tippecanoe,Indiana,180174,"Lafayette-West Lafayette, IN Metropolitan Statistical Area"
Tipton,Indiana,15650,
Union,Indiana,7277,"Cincinnati, OH-KY-IN Metropolitan Statistical Area"
Vanderburgh,Indiana,181398,"Evansville, IN-KY Metropolitan Statistical Area"
Vermillion,Indiana,15878,"Terre Haute, IN Metropolitan Statistical Area"
Vigo,Indiana,108291,"Terre Haute, IN Metropolitan Statistical Area"
Wabash,Indiana,32358,"Wabash, IN Micropolitan Statistical Area"
Warren,Indiana,8415,
Warrick,Indiana,61049,"Evansville, IN-KY Metropolitan Statistical Area"
Washington,Indiana,27780,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
Wayne,Indiana,67893,"Richmond, IN Micropolitan Statistical Area"
Wells,Indiana,27814,"Fort Wayne, IN Metropolitan Statistical Area"
White,Indiana,24466,
Whitley,Indiana,33294,"Fort Wayne, IN Metropolitan Statistical Area"
Adair,Iowa,7472,
Adams,Iowa,3894,
Allamakee,Iowa,14169,
Appanoose,Iowa,12692,
Audubon,Iowa,5873,
Benton,Iowa,25699,"Cedar Rapids, IA Metropolitan Statistical Area"
Black Hawk,Iowa,132546,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area"
Boone,Iowa,26364,"Boone, IA Micropolitan Statistical Area"
Bremer,Iowa,24624,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area"
Buchanan,Iowa,20976,
Buena Vista,Iowa,20567,"Storm Lake, IA Micropolitan Statistical Area"
Butler,Iowa,15021,
Calhoun,Iowa,9926,
Carroll,Iowa,20598,
Cass,Iowa,13598,
Cedar,Iowa,18393,
Cerro Gordo,Iowa,43575,"Mason City, IA Micropolitan Statistical Area"
Cherokee,Iowa,11945,
Chickasaw,Iowa,12321,
Clarke,Iowa,9325,
Clay,Iowa,16491,"Spencer, IA Micropolitan Statistical Area"
Clayton,Iowa,17773,
Clinton,Iowa,48420,"Clinton, IA Micropolitan Statistical Area"
Crawford,Iowa,17434,
Dallas,Iowa,74641,"Des Moines-West Des Moines, IA Metropolitan Statistical Area"
Davis,Iowa,8791,"Ottumwa, IA Micropolitan Statistical Area"
Decatur,Iowa,8136,
Delaware,Iowa,17534,
Des Moines,Iowa,40480,"Burlington, IA-IL Micropolitan Statistical Area"
Dickinson,Iowa,16955,"Spirit Lake, IA Micropolitan Statistical Area"
Dubuque,Iowa,95697,"Dubuque, IA Metropolitan Statistical Area"
Emmet,Iowa,9996,
Fayette,Iowa,20502,
Floyd,Iowa,16092,
Franklin,Iowa,10548,
Fremont,Iowa,7080,
Greene,Iowa,9139,
Grundy,Iowa,12314,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area"
Guthrie,Iowa,10687,"Des Moines-West Des Moines, IA Metropolitan Statistical Area"
Hamilton,Iowa,15312,
Hancock,Iowa,11094,
Hardin,Iowa,17441,
Harrison,Iowa,14431,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area"
Henry,Iowa,20222,
Howard,Iowa,9526,
Humboldt,Iowa,9688,
Ida,Iowa,7141,
Iowa,Iowa,16330,
Jackson,Iowa,19587,
Jasper,Iowa,36641,"Newton, IA Micropolitan Statistical Area"
Jefferson,Iowa,16810,"Fairfield, IA Micropolitan Statistical Area"
Johnson,Iowa,139155,"Iowa City, IA Metropolitan Statistical Area"
Jones,Iowa,20611,"Cedar Rapids, IA Metropolitan Statistical Area"
Keokuk,Iowa,10329,
Kossuth,Iowa,15321,
Lee,Iowa,35682,"Fort Madison-Keokuk, IA-IL-MO Micropolitan Statistical Area"
Linn,Iowa,216111,"Cedar Rapids, IA Metropolitan Statistical Area"
Louisa,Iowa,11282,
Lucas,Iowa,8746,
Lyon,Iowa,11712,
Madison,Iowa,15448,"Des Moines-West Des Moines, IA Metropolitan Statistical Area"
Mahaska,Iowa,22417,"Oskaloosa, IA Micropolitan Statistical Area"
Marion,Iowa,33252,
Marshall,Iowa,40994,"Marshalltown, IA Micropolitan Statistical Area"
Mills,Iowa,14896,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area"
Mitchell,Iowa,10709,
Monona,Iowa,9121,
Monroe,Iowa,8012,
Montgomery,Iowa,10424,
Muscatine,Iowa,42836,"Muscatine, IA Micropolitan Statistical Area"
O'Brien,Iowa,14044,
Osceola,Iowa,6211,
Page,Iowa,15713,
Palo Alto,Iowa,9185,
Plymouth,Iowa,24957,"Sioux City, IA-NE-SD Metropolitan Statistical Area"
Pocahontas,Iowa,7154,
Polk,Iowa,451677,"Des Moines-West Des Moines, IA Metropolitan Statistical Area"
Pottawattamie,Iowa,92728,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area"
Poweshiek,Iowa,18601,
Ringgold,Iowa,5072,
Sac,Iowa,10071,
Scott,Iowa,170385,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area"
Shelby,Iowa,11961,
Sioux,Iowa,34547,
Story,Iowa,92406,"Ames, IA Metropolitan Statistical Area"
Tama,Iowa,17576,
Taylor,Iowa,6161,
Union,Iowa,12583,
Van Buren,Iowa,7436,
Wapello,Iowa,35391,"Ottumwa, IA Micropolitan Statistical Area"
Warren,Iowa,47336,"Des Moines-West Des Moines, IA Metropolitan Statistical Area"
Washington,Iowa,22015,"Iowa City, IA Metropolitan Statistical Area"
Wayne,Iowa,6402,
Webster,Iowa,37044,"Fort Dodge, IA Micropolitan Statistical Area"
Winnebago,Iowa,10554,
Winneshiek,Iowa,20994,
Woodbury,Iowa,102130,"Sioux City, IA-NE-SD Metropolitan Statistical Area"
Worth,Iowa,7541,"Mason City, IA Micropolitan Statistical Area"
Wright,Iowa,12972,
Allen,Kansas,13124,
Anderson,Kansas,7897,
Atchison,Kansas,16749,"Atchison, KS Micropolitan Statistical Area"
Barber,Kansas,4947,
Barton,Kansas,27509,"Great Bend, KS Micropolitan Statistical Area"
Bourbon,Kansas,14852,
Brown,Kansas,9997,
Butler,Kansas,65803,"Wichita, KS Metropolitan Statistical Area"
Chase,Kansas,2700,
Chautauqua,Kansas,3552,
Cherokee,Kansas,20978,
Cheyenne,Kansas,2694,
Clark,Kansas,2193,
Clay,Kansas,8406,
Cloud,Kansas,9292,
Coffey,Kansas,8412,
Comanche,Kansas,1955,
Cowley,Kansas,36204,"Arkansas City-Winfield, KS Micropolitan Statistical Area"
Crawford,Kansas,39278,"Pittsburg, KS Micropolitan Statistical Area"
Decatur,Kansas,2930,
Dickinson,Kansas,19609,
Doniphan,Kansas,7851,"St. Joseph, MO-KS Metropolitan Statistical Area"
Douglas,Kansas,114322,"Lawrence, KS Metropolitan Statistical Area"
Edwards,Kansas,2945,
Elk,Kansas,2655,
Ellis,Kansas,29061,"Hays, KS Micropolitan Statistical Area"
Ellsworth,Kansas,6398,
Finney,Kansas,37098,"Garden City, KS Micropolitan Statistical Area"
Ford,Kansas,34819,"Dodge City, KS Micropolitan Statistical Area"
Franklin,Kansas,25740,"Ottawa, KS Micropolitan Statistical Area"
Geary,Kansas,37384,"Junction City, KS Micropolitan Statistical Area"
Gove,Kansas,2769,
Graham,Kansas,2593,
Grant,Kansas,7950,
Gray,Kansas,6009,
Greeley,Kansas,1290,
Greenwood,Kansas,6424,
Hamilton,Kansas,2609,
Harper,Kansas,5860,
Harvey,Kansas,34741,"Wichita, KS Metropolitan Statistical Area"
Haskell,Kansas,4141,
Hodgeman,Kansas,1950,
Jackson,Kansas,13366,"Topeka, KS Metropolitan Statistical Area"
Jefferson,Kansas,18813,"Topeka, KS Metropolitan Statistical Area"
Jewell,Kansas,3046,
Johnson,Kansas,566933,"Kansas City, MO-KS Metropolitan Statistical Area"
Kearny,Kansas,3923,"Garden City, KS Micropolitan Statistical Area"
Kingman,Kansas,7844,"Wichita, KS Metropolitan Statistical Area"
Kiowa,Kansas,2523,
Labette,Kansas,20916,"Parsons, KS Micropolitan Statistical Area"
Lane,Kansas,1720,
Leavenworth,Kansas,78185,"Kansas City, MO-KS Metropolitan Statistical Area"
Lincoln,Kansas,3147,
Linn,Kansas,9516,"Kansas City, MO-KS Metropolitan Statistical Area"
Logan,Kansas,2798,
Lyon,Kansas,33510,"Emporia, KS Micropolitan Statistical Area"
McPherson,Kansas,29569,"McPherson, KS Micropolitan Statistical Area"
Marion,Kansas,12219,
Marshall,Kansas,10002,
Meade,Kansas,4343,
Miami,Kansas,32835,"Kansas City, MO-KS Metropolitan Statistical Area"
Mitchell,Kansas,6378,
