SUMLEV,REGION,DIVISION,STATE,NAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018,NPOPCHG_2019,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RBIRTH2018,RBIRTH2019,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RDEATH2018,RDEATH2019,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RNATURALINC2018,RNATURALINC2019,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RINTERNATIONALMIG2018,RINTERNATIONALMIG2019,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RDOMESTICMIG2018,RDOMESTICMIG2019,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017,RNETMIG2018,RNETMIG2019
040,2,4,46,South Dakota,814180,814198,816166,823579,833566,842316,849129,853988,862996,872868,878698,884659,1968,7413,9987,8750,6813,4859,9008,9872,5830,5961,3028,11794,11897,12059,12439,12255,12314,12196,12028,11911,1929,7289,7415,7279,7159,7744,7750,8079,7381,7337,1099,4505,4482,4780,5280,4511,4564,4117,4647,4574,169,1237,2105,89,1066,1615,3232,3748,513,418,687,1674,3292,3788,385,-1228,1242,2011,665,964,856,2911,5397,3877,1451,387,4474,5759,1178,1382,13,-3,108,93,82,-39,-30,-4,5,5,14.385163547,14.358429709,14.391228022,14.708134169,14.39126026,14.343756261,14.051792076,13.73399575,13.509459514,8.8904067401,8.9491263589,8.6867691162,8.4649515651,9.093914276,9.0274574486,9.3083329109,8.4278868167,8.3216274413,5.4947568067,5.40930335,5.7044589058,6.2431826042,5.2973459839,5.3162988123,4.743459165,5.3061089334,5.1878320726,1.5087711809,2.5405139562,0.1062127286,1.2604607303,1.8965226699,3.7647409644,4.3183106511,0.5857615414,0.4740957163,2.0417808867,3.9730983106,4.5206046726,0.4552320649,-1.44206182,1.4467228582,2.3170017928,0.7593205166,1.0933690682,3.5505520675,6.5136122669,4.6268174012,1.7156927952,0.4544608503,5.2114638226,6.6353124438,1.345082058,1.5674647845
040,3,6,47,Tennessee,6346105,6346276,6355311,6399291,6453898,6494340,6541223,6591170,6646010,6708799,6771631,6829174,9035,43980,54607,40442,46883,49947,54840,62789,62832,57543,19678,78632,80318,80277,80458,81877,81248,80601,80946,80239,14302,60180,60650,63478,63582,66105,66653,69124,68970,67977,5376,18452,19668,16799,16876,15772,14595,11477,11976,12262,982,8537,7785,9782,7409,9924,7236,8632,9506,9293,2848,16968,26761,13438,22248,24156,32954,42619,41341,36009,3830,25505,34546,23220,29657,34080,40190,51251,50847,45302,-171,23,393,423,350,95,55,61,9,-21,12.329980975,12.497754448,12.3996794,12.344384358,12.469471482,12.275726401,12.070708012,12.009409195,11.799154535,9.4365939447,9.4373466383,9.8048861938,9.7551597886,10.06747209,10.070573944,10.351926411,10.232611274,9.9960259705,2.89338703,3.0604078101,2.5947932066,2.5892245697,2.4019993919,2.2051524569,1.7187816014,1.7767979211,1.8031285648,1.3386540795,1.211372524,1.5109391718,1.13673648,1.5113772486,1.0932842191,1.2927178517,1.4103407681,1.3665367601,2.6606867074,4.1641027764,2.0756492119,3.4134313953,3.6788420816,4.9790061025,6.3825697545,6.1334838725,5.2951277516,3.999340787,5.3754753003,3.5865883837,4.5501678754,5.1902193302,6.0722903217,7.6752876061,7.5438246406,6.6616645118
040,3,7,48,Texas,25145561,25146091,25241971,25645629,26084481,26480266,26964333,27470056,27914410,28295273,28628666,28995881,95880,403658,438852,395785,484067,505723,444354,380863,333393,367215,92768,381723,378089,384445,394346,402264,400965,391340,379544,378664,41027,168140,169177,178624,180737,187837,188794,194141,201799,202786,51741,213583,208912,205821,213609,214427,212171,197199,177745,175878,14860,69059,84959,79798,107045,117660,110866,98188,71278,65044,28097,120672,141740,107657,160260,172048,120910,84790,83795,125660,42957,189731,226699,187455,267305,289708,231776,182978,155073,190704,1182,344,3241,2509,3153,1588,407,686,575,633,15.002593952,14.617753568,14.627484082,14.757188093,14.779774602,14.479330721,13.9242913,13.335127775,13.142454725,6.6082896423,6.540755471,6.7963420427,6.7635272182,6.9014093278,6.8175794996,6.9077422123,7.090127758,7.0381811418,8.3943043099,8.0769980965,7.831142039,7.9936608749,7.8783652738,7.661751221,7.0165490882,6.2450000166,6.1042735833,2.7141779137,3.2847020816,3.0361793618,4.0058304114,4.3230025049,4.0035052428,3.4936329387,2.5043242352,2.2575101545,4.7426878061,5.4799806148,4.096167342,5.9972383739,6.3212981044,4.3662062211,3.0169179214,2.9441040614,4.3613358036,7.4568657197,8.7646826964,7.1323467038,10.003068785,10.644300609,8.3697114639,6.5105508601,5.4484282966,6.6188459581
040,4,8,49,Utah,2763885,2763891,2775332,2814384,2853375,2897640,2936879,2981835,3041868,3101042,3153550,3205958,11441,39052,38991,44265,39239,44956,60033,59174,52508,52408,13756,51932,50446,51854,50825,51013,50622,49761,48349,48642,3678,15008,15471,16264,16284,17269,17786,17861,17695,17443,10078,36924,34975,35590,34541,33744,32836,31900,30654,31199,930,2557,4891,3184,5166,3810,7304,8898,5758,5579,488,-387,-777,5596,-255,7609,19852,18329,16083,15588,1418,2170,4114,8780,4911,11419,27156,27227,21841,21167,-55,-42,-98,-105,-213,-207,41,47,13,42,18.581266025,17.801039176,18.032990698,17.422173105,17.237866199,16.80760157,16.201116409,15.460320993,15.2974098,5.3698613668,5.4593005807,5.6560450633,5.5819511428,5.8353892416,5.9053376304,5.8151592649,5.6582427759,5.485644487,13.211404658,12.341738595,12.376945635,11.840221962,11.402476957,10.90226394,10.385957144,9.8020782171,9.8117653127,0.914894424,1.725902601,1.1072828014,1.7708400641,1.2874418328,2.425086363,2.8969983282,1.8412072282,1.7545382442,-0.138468573,-0.274182441,1.9460912552,-0.087410805,2.5711666419,6.5912944247,5.9675300468,5.1427814956,4.9022660244,0.7764258506,1.4517201596,3.0533740566,1.6834292595,3.8586084747,9.0163807877,8.864528375,6.9839887238,6.6568042685
040,1,1,50,Vermont,625741,625737,625879,627049,626090,626210,625214,625216,623657,624344,624358,623989,142,1170,-959,120,-996,2,-1559,687,14,-369,1656,6055,6086,5980,6118,5972,5832,5775,5537,5581,1326,5436,5459,5561,5601,5912,5811,6021,5778,5634,330,619,627,419,517,60,21,-246,-241,-53,87,1156,212,316,286,2144,646,1817,454,383,-212,-594,-1756,-537,-1719,-2162,-2212,-854,-179,-682,-125,562,-1544,-221,-1433,-18,-1566,963,275,-299,-63,-11,-42,-78,-80,-40,-14,-30,-20,-17,9.6653598611,9.7132081916,9.5504272139,9.7776612883,9.5519141415,9.3396206019,9.2548002766,8.8684089559,8.9414241393,8.6772743526,8.712521117,8.8812584844,8.9514025622,9.4559471542,9.3059902808,9.6490307299,9.2544097791,9.0263364273,0.9880855085,1.0006870746,0.6691687295,0.8262587261,0.0959669874,0.0336303211,-0.394230453,-0.386000823,-0.084912288,1.8452776217,0.3383503346,0.5046714046,0.4570792953,3.4292203482,1.0345327347,2.9118566411,0.7271550778,0.6136114398,-0.948178986,-2.802562206,-0.857621976,-2.74727031,-3.458010444,-3.542393822,-1.368588647,-0.286697707,-1.092644914,0.8970986362,-2.464211871,-0.352950571,-2.290191014,-0.028790096,-2.507861088,1.5432679942,0.4404573709,-0.479033474
040,3,5,51,Virginia,8001024,8001049,8023699,8101155,8185080,8252427,8310993,8361808,8410106,8463587,8501286,8535519,22650,77456,83925,67347,58566,50815,48298,53481,37699,34233,25705,102349,102760,102510,102580,103234,102910,101430,99818,98403,14653,60458,60211,63454,62609,65247,65329,67950,68737,69729,11052,41891,42549,39056,39971,37987,37581,33480,31081,28674,5713,22423,36694,25291,34274,38051,35662,32574,15990,14869,5551,13026,4466,3113,-15987,-25367,-24979,-12473,-9317,-9136,11264,35449,41160,28404,18287,12684,10683,20101,6673,5733,334,116,216,-113,308,144,34,-100,-55,-174,12.694564552,12.619245639,12.472694308,12.386330842,12.383522121,12.271706139,12.02226448,11.76760946,11.551813852,7.4987345622,7.3940969168,7.7206354954,7.5599121437,7.826759283,7.7902855929,8.0539571272,8.1034499934,8.1856897464,5.1958299902,5.2251487222,4.7520588128,4.8264186986,4.5567628379,4.4814205463,3.9683073528,3.6641594664,3.366124106,2.7811724683,4.506136624,3.0772306287,4.1385172869,4.5644400122,4.2525856023,3.8609212577,1.8850715829,1.7455150775,1.6156425354,0.5484386047,0.3787678995,-1.930398432,-3.042920023,-2.978670174,-1.478395986,-1.098387238,-1.072501564,4.3968150037,5.0545752287,3.4559985282,2.2081188547,1.5215199894,1.2739154279,2.3825252717,0.7866843448,0.673013514
040,4,9,53,Washington,6724540,6724540,6742830,6826627,6897058,6963985,7054655,7163657,7294771,7423362,7523869,7614893,18290,83797,70431,66927,90670,109002,131114,128591,100507,91024,22246,86686,86714,87241,87387,88772,89751,89724,87338,87950,11850,49814,49426,51309,51278,53852,54708,56062,57709,58587,10396,36872,37288,35932,36109,34920,35043,33662,29629,29363,5863,19442,21495,18984,30216,32397,28294,30369,23609,24103,2318,27417,11981,12018,24456,41599,67523,64310,47153,37476,8181,46859,33476,31002,54672,73996,95817,94679,70762,61579,-287,66,-333,-7,-111,86,254,250,116,82,12.776635056,12.637130625,12.587941614,12.46725788,12.486995643,12.415042631,12.192307272,11.686177861,11.619179957,7.3420771369,7.2030216374,7.4033389839,7.3156882551,7.5750201571,7.567627684,7.6180857993,7.7216977512,7.7399988189,5.4345579193,5.4341089875,5.1846026306,5.1515696244,4.9119754863,4.8474149472,4.5742214722,3.9644801101,3.8791811378,2.8655531316,3.1325405676,2.7391878086,4.3108318639,4.5570810375,3.9138418091,4.1267462388,3.1589797468,3.1842762308,4.0409870491,1.7460324978,1.7340686412,3.4890688398,5.851468163,9.3402961926,8.7388801283,6.3092622306,4.9509992957,6.9065401806,4.8785730655,4.4732564497,7.7999007036,10.4085492,13.254138002,12.865626367,9.4682419774,8.1352755265
040,3,5,54,West Virginia,1852994,1853018,1854239,1856301,1856872,1853914,1849489,1842050,1831023,1817004,1804291,1792147,1221,2062,571,-2958,-4425,-7439,-11027,-14019,-12713,-12144,5100,20465,20667,20923,20574,20083,19411,18870,18251,17888,5228,21901,21494,22248,21655,22759,22459,23142,22822,22567,-128,-1436,-827,-1325,-1081,-2676,-3048,-4272,-4571,-4679,81,1857,882,625,992,1271,1099,400,-132,-349,1323,1670,656,-2157,-4288,-5981,-9053,-10134,-7987,-7073,1404,3527,1538,-1532,-3296,-4710,-7954,-9734,-8119,-7422,-55,-29,-140,-101,-48,-53,-25,-13,-23,-43,11.030739461,11.131719422,11.27685617,11.110862091,10.880556863,10.569351603,10.345318168,10.079819512,9.9476203955,11.804750791,11.577160558,11.990990588,11.694649489,12.330358693,12.228997355,12.687406097,12.604330771,12.549639393,-0.77401133,-0.445441136,-0.714134418,-0.583787398,-1.449801831,-1.659645752,-2.342087929,-2.524511259,-2.602018998,1.0009324788,0.4750653956,0.3368558575,0.5357234954,0.6886016916,0.5984090161,0.2192966225,-0.072902097,-0.194080921,0.9001385243,0.3533366207,-1.162556935,-2.315708012,-3.240382941,-4.929387464,-5.555879932,-4.411129168,-3.933336262,1.9010710031,0.8284020163,-0.825701078,-1.779984517,-2.551781249,-4.330978448,-5.336583309,-4.484031265,-4.127417183
040,2,3,55,Wisconsin,5686986,5687285,5690475,5705288,5719960,5736754,5751525,5760940,5772628,5790186,5807406,5822434,3190,14813,14672,16794,14771,9415,11688,17558,17220,15028,17554,67797,67659,66892,67061,67156,66803,65943,64194,63712,11770,48474,47862,50037,49334,51244,51341,52403,51254,50393,5784,19323,19797,16855,17727,15912,15462,13540,12940,13319,1151,3948,5692,7838,7604,8931,7770,7680,5296,3341,-3437,-8377,-10462,-7458,-10025,-15083,-11395,-3460,-871,-1438,-2286,-4429,-4770,380,-2421,-6152,-3625,4220,4425,1903,-308,-81,-355,-441,-535,-345,-149,-202,-145,-194,11.898632852,11.843769168,11.67734483,11.674681647,11.666658704,11.584099561,11.406047006,11.070229061,10.956642568,8.5073724331,8.3782864057,8.7349653662,8.5885797168,8.902350626,8.9028824385,9.0640565523,8.8387313504,8.6661553383,3.3912604185,3.4654827624,2.9423794641,3.0861019305,2.7643080782,2.6812171221,2.3419904532,2.2314977109,2.2904872294,0.6928891027,0.9963897501,1.3682806431,1.3237840063,1.5515356616,1.3473714292,1.3283963575,0.9132930353,0.5745564857,-1.470195545,-1.831382566,-1.301943995,-1.745257057,-2.620290268,-1.975971356,-0.598470234,-0.150203594,-0.24729489,-0.777306443,-0.834992816,0.0663366477,-0.421473051,-1.068754606,-0.628599927,0.7299261235,0.7630894413,0.327261596
040,4,8,56,Wyoming,563626,563775,564487,567299,576305,582122,582531,585613,584215,578931,577601,578759,712,2812,9006,5817,409,3082,-1398,-5284,-1330,1158,1994,7470,7436,7511,7714,7798,7581,7179,6714,6601,1289,4444,4381,4614,4527,4824,4790,4754,4732,4971,705,3026,3055,2897,3187,2974,2791,2425,1982,1630,171,-242,455,468,-262,720,402,605,516,538,-227,27,5274,2349,-2543,-599,-4603,-8353,-3827,-1012,-56,-215,5729,2817,-2805,121,-4201,-7748,-3311,-474,63,1,222,103,27,-13,12,39,-1,2,13.200375336,13.004501558,12.967584492,13.246864087,13.351093701,12.960879719,12.344108134,11.610573681,11.416859801,7.8530746979,7.6617430509,7.96597455,7.7739893342,8.2592557082,8.189238076,8.1743822358,8.1830852929,8.5976685461,5.3473006381,5.3427585073,5.0016099418,5.4728747533,5.0918379926,4.771641643,4.1697258986,3.4274883877,2.8191912553,-0.427642682,0.7957299905,0.807992217,-0.449919418,1.2327247326,0.6872805233,1.0402821314,0.8923229102,0.9305060708,0.0477122,9.2234724607,4.055499397,-4.366965955,-1.025558493,-7.869532957,-14.36277131,-6.618061584,-1.75031997,-0.379930482,10.019202451,4.8634916141,-4.816885373,0.2071662398,-7.182252434,-13.32248918,-5.725738674,-0.819813899
040,X,X,72,Puerto Rico,3725789,3726157,3721525,3678732,3634488,3593077,3534874,3473232,3406672,3325286,3193354,3193694,-4632,-42793,-44244,-41411,-58203,-61642,-66560,-81386,-131932,340,9603,41243,40282,37871,35717,32967,30109,26233,22148,21428,7138,30260,29742,29399,28831,29852,28391,29431,30681,28821,2465,10983,10540,8472,6886,3115,1718,-3198,-8533,-7393,-7097,-53776,-54784,-49883,-65089,-64757,-68278,-78188,-123399,7733,0,0,0,0,0,0,0,0,0,0,-7097,-53776,-54784,-49883,-65089,-64757,-68278,-78188,-123399,7733,0,0,0,0,0,0,0,0,0,0,11.146369646,11.016214472,10.47960136,10.02167383,9.4082481058,8.7527384103,7.793572093,6.7952824516,6.7098290165,8.1780943554,8.1337632397,8.1352433358,8.0895617829,8.5192775338,8.2533128369,8.7436671471,9.4133132064,9.0248264926,2.968275291,2.8824512322,2.3443580238,1.9321120473,0.8889705721,0.4994255734,-0.950095054,-2.618030755,-2.314997476,-14.53354931,-14.98218295,-13.80354241,-18.26303239,-18.48059947,-19.84853277,-23.22890309,-37.86035124,2.4214629356,0,0,0,0,0,0,0,0,0,-14.53354931,-14.98218295,-13.80354241,-18.26303239,-18.48059947,-19.84853277,-23.22890309,-37.86035124,2.4214629356
