date,end_date,county,state,geoid,type,omit_from_rolling_average,omit_from_rolling_average_on_subgeographies,adjusted_daily_count_for_avg,description
2021-07-31,2021-09-28,Antelope,Nebraska,USA-31003,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-31,2021-09-19,Antelope,Nebraska,USA-31003,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-31,2021-09-28,Boyd,Nebraska,USA-31015,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-31,2021-09-19,Boyd,Nebraska,USA-31015,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-31,2021-09-28,Brown,Nebraska,USA-31017,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-31,2021-09-19,Brown,Nebraska,USA-31017,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-31,2021-09-28,Cherry,Nebraska,USA-31031,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-31,2021-09-19,Cherry,Nebraska,USA-31031,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-31,2021-09-28,Holt,Nebraska,USA-31089,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-31,2021-09-19,Holt,Nebraska,USA-31089,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-31,2021-09-28,Keya Paha,Nebraska,USA-31103,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-31,2021-09-19,Keya Paha,Nebraska,USA-31103,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-31,2021-09-28,Knox,Nebraska,USA-31107,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-31,2021-09-19,Knox,Nebraska,USA-31107,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-31,2021-09-28,Pierce,Nebraska,USA-31139,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-31,2021-09-19,Pierce,Nebraska,USA-31139,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-07-31,2021-09-28,Rock,Nebraska,USA-31149,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-07-31,2021-09-19,Rock,Nebraska,USA-31149,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-08-02,,Santa Clara,California,USA-06085,deaths,yes,,0,California added a backlog of deaths in Santa Clara County.
2021-08-03,,Hood,Texas,USA-48221,cases,yes,,0,Texas added a backlog of 140 cases in Hood County.
2021-08-06,,,Texas,USA-48,cases,yes,,0,"Texas added around 7,000 probable cases in Cameron County."
2021-08-06,,Cameron,Texas,USA-48061,cases,yes,,0,Texas began reporting probable cases in Cameron County.
2021-08-09,2021-08-11,New York City,New York,USA-36998,both,yes,,0,New York City released three days of data at once on Aug. 11 after the city was unable to update for two days because of technical issues.
2021-08-09,,,North Carolina,USA-37,cases,,,0,"North Carolina added a backlog of about 2,600 cases from July."
2021-08-09,,,Rhode Island,USA-44,both,,,0,"Rhode Island did not release data because of Victory Day, a state holiday."
2021-08-11,,,New York,USA-36,cases,,,0,"New York City released three days of data at once, resulting in a high one-day total for the state."
2021-08-11,,,California,USA-06,deaths,yes,,0,California removed around 400 deaths in Santa Clara County after verifying records.
2021-08-11,,Santa Clara,California,USA-06085,deaths,yes,,0,California removed around 400 deaths in Santa Clara County after verifying records.
2021-08-11,2021-09-28,Adams,Nebraska,USA-31001,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-08-11,2021-09-19,Adams,Nebraska,USA-31001,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-08-11,2021-09-28,Clay,Nebraska,USA-31035,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-08-11,2021-09-19,Clay,Nebraska,USA-31035,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-08-11,2021-09-28,Nuckolls,Nebraska,USA-31129,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-08-11,2021-09-19,Nuckolls,Nebraska,USA-31129,cases,,,0,State and county officials stopped reporting county-level data for several months.
2021-08-11,2021-09-28,Webster,Nebraska,USA-31181,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-08-11,2021-09-19,Webster,Nebraska,USA-31181,cases,,,0,State and county officials stopped reporting county-level data for several weeks in September.
2021-08-11,,Dakota,Nebraska,USA-31043,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-08-12,,Lea,New Mexico,USA-35025,cases,yes,,0,New Mexico added a backlog of about 330 older cases from one facility in Lea County.
2021-08-16,,,Florida,USA-12,both,,,0,"The daily count includes Florida's weekend update, which is typically announced on Tuesdays. The 7-day average is artificially high because of this atypical schedule."
2021-08-16,,,Vermont,USA-50,both,,,0,"Vermont did not release data because of Bennington Battle Day, a state holiday."
2021-08-20,,,California,USA-06,cases,yes,,0,Los Angeles added about many older cases representing people who were infected twice.
2021-08-20,,Los Angeles,California,USA-06037,cases,yes,,0,Los Angeles added about many older cases representing people who were infected twice.
2021-08-22,,Anderson,Texas,USA-48001,cases,yes,,0,Texas removed 265 cases in Anderson County.
2021-08-23,,Otsego,Michigan,USA-26137,cases,yes,,0,Local health officials announced a backlog of Otsego County cases from one provider.
2021-08-24,2021-08-26,,Alabama,USA-01,both,,,0,Alabama added many cases on Aug. 26 after two days when the state was unable to announce new data because of a technical issue.
2021-08-25,,,Washington,USA-53,cases,,,0,Washington reported incomplete data because of a technical disruption.
2021-08-25,,,Arizona,USA-04,both,,,0,Arizona was unable to announce new data during system maintenance.
2021-08-25,,,Tennessee,USA-47,both,,,0,Tennessee was unable to announce new data because of a technical issue.
2021-08-28,,DeWitt,Texas,USA-48123,cases,yes,,0,Texas added many backlogged cases in DeWitt County.
2021-08-29,,,Hawaii,USA-15,cases,,,0,Hawaii added a backlog of cases from recent weeks from one testing facility.
2021-08-30,2021-08-31,,Louisiana,USA-22,both,,,0,Louisiana announced several days of data on Sept. 1 after data interruptions related to Hurricane Ida.
2021-08-31,,Baylor,Texas,USA-48023,cases,yes,,0,Texas added many older cases in Baylor County.
2021-09-03,2021-09-19,Buffalo,Nebraska,USA-31019,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-09-03,2021-09-19,Buffalo,Nebraska,USA-31019,cases,,,0,State and county officials stopped reporting county-level data for several weeks in September.
2021-09-03,2021-09-19,Dawson,Nebraska,USA-31047,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-09-03,2021-09-19,Dawson,Nebraska,USA-31047,cases,,,0,State and county officials stopped reporting county-level data for several weeks in September.
2021-09-03,2021-09-19,Franklin,Nebraska,USA-31061,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-09-03,2021-09-19,Franklin,Nebraska,USA-31061,cases,,,0,State and county officials stopped reporting county-level data for several weeks in September.
2021-09-03,2021-09-19,Gosper,Nebraska,USA-31073,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-09-03,2021-09-19,Gosper,Nebraska,USA-31073,cases,,,0,State and county officials stopped reporting county-level data for several weeks in September.
2021-09-03,2021-09-19,Harlan,Nebraska,USA-31083,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-09-03,2021-09-19,Harlan,Nebraska,USA-31083,cases,,,0,State and county officials stopped reporting county-level data for several weeks in September.
2021-09-03,2021-09-19,Kearney,Nebraska,USA-31099,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-09-03,2021-09-19,Kearney,Nebraska,USA-31099,cases,,,0,State and county officials stopped reporting county-level data for several weeks in September.
2021-09-03,2021-09-19,Phelps,Nebraska,USA-31137,deaths,,,0,State and local officials are no longer reporting deaths by county.
2021-09-03,2021-09-19,Phelps,Nebraska,USA-31137,cases,,,0,State and county officials stopped reporting county-level data for several weeks in September.
2021-09-05,2021-09-22,Taylor,Texas,USA-48441,both,yes,,0,Taylor County reported many cases and deaths after several weeks when officials were unable to update cumulative counts.
2021-09-06,,,Wyoming,USA-56,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,Georgia,USA-13,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,Michigan,USA-26,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,Washington,USA-53,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,Massachusetts,USA-25,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,Connecticut,USA-09,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,Louisiana,USA-22,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,Alaska,USA-02,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,Illinois,USA-17,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,Mississippi,USA-28,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,Tennessee,USA-47,cases,,,16677,The daily count is artificially low because many jurisdictions did not announce new data on Labor Day. The average is adjusted on Sept. 6 and 7 to account for the holiday lag.
2021-09-06,2021-09-07,,,USA,cases,,,0,The daily count is artificially low on Sept. 6 and high on Sept. 7 because many states and local jurisdictions did not announce new data on Labor Day.
2021-09-06,,,Florida,USA-12,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,Indiana,USA-18,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,Minnesota,USA-27,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,North Carolina,USA-37,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,Oklahoma,USA-40,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,Rhode Island,USA-44,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,New Hampshire,USA-33,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,South Dakota,USA-46,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,Idaho,USA-16,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,Kentucky,USA-21,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,Utah,USA-49,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,Montana,USA-30,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,District of Columbia,USA-11,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,Oregon,USA-41,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,Nevada,USA-32,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,Kansas,USA-20,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-06,,,New Mexico,USA-35,both,,,0,The daily count could be artificially low because many jurisdictions did not announce new data on Labor Day.
2021-09-07,,,Tennessee,USA-47,cases,,,-16677,
2021-09-10,2021-09-22,DeWitt,Texas,USA-48123,both,,,0,Officials are not regularly reporting case and death counts for DeWitt County.
2021-09-11,,Coryell,Texas,USA-48099,cases,yes,,0,Texas removed many prison cases in Coryell County.
2021-09-11,2021-09-13,Los Angeles,California,USA-06037,both,,,0,Los Angeles County announced data for several days on Sept. 13 after planned maintenance.
2021-09-11,,Wise,Texas,USA-48497,cases,yes,,0,Texas removed many prison cases in Wise County.
2021-09-14,,Alachua,Florida,USA-12001,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Alachua County deaths added since June 4.
2021-09-14,,Baker,Florida,USA-12003,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Baker County deaths added since June 4.
2021-09-14,,Bay,Florida,USA-12005,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Bay County deaths added since June 4.
2021-09-14,,Bradford,Florida,USA-12007,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Bradford County deaths added since June 4.
2021-09-14,,Brevard,Florida,USA-12009,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Brevard County deaths added since June 4.
2021-09-14,,Broward,Florida,USA-12011,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Broward County deaths added since June 4.
2021-09-14,,Calhoun,Florida,USA-12013,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Calhoun County deaths added since June 4.
2021-09-14,,Charlotte,Florida,USA-12015,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Charlotte County deaths added since June 4.
2021-09-14,,Citrus,Florida,USA-12017,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Citrus County deaths added since June 4.
2021-09-14,,Clay,Florida,USA-12019,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Clay County deaths added since June 4.
2021-09-14,,Collier,Florida,USA-12021,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Collier County deaths added since June 4.
2021-09-14,,Columbia,Florida,USA-12023,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Columbia County deaths added since June 4.
2021-09-14,,DeSoto,Florida,USA-12027,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all DeSoto County deaths added since June 4.
2021-09-14,,Dixie,Florida,USA-12029,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Dixie County deaths added since June 4.
2021-09-14,,Duval,Florida,USA-12031,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Duval County deaths added since June 4.
2021-09-14,,Escambia,Florida,USA-12033,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Escambia County deaths added since June 4.
2021-09-14,,Flagler,Florida,USA-12035,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Flagler County deaths added since June 4.
2021-09-14,,Franklin,Florida,USA-12037,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Franklin County deaths added since June 4.
2021-09-14,,Gadsden,Florida,USA-12039,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Gadsden County deaths added since June 4.
2021-09-14,,Gilchrist,Florida,USA-12041,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Gilchrist County deaths added since June 4.
2021-09-14,,Glades,Florida,USA-12043,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Glades County deaths added since June 4.
2021-09-14,,Gulf,Florida,USA-12045,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Gulf County deaths added since June 4.
2021-09-14,,Hamilton,Florida,USA-12047,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Hamilton County deaths added since June 4.
2021-09-14,,Hardee,Florida,USA-12049,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Hardee County deaths added since June 4.
2021-09-14,,Hendry,Florida,USA-12051,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Hendry County deaths added since June 4.
2021-09-14,,Hernando,Florida,USA-12053,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Hernando County deaths added since June 4.
2021-09-14,,Highlands,Florida,USA-12055,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Highlands County deaths added since June 4.
2021-09-14,,Hillsborough,Florida,USA-12057,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Hillsborough County deaths added since June 4.
2021-09-14,,Holmes,Florida,USA-12059,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Holmes County deaths added since June 4.
2021-09-14,,Indian River,Florida,USA-12061,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Indian River County deaths added since June 4.
2021-09-14,,Jackson,Florida,USA-12063,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Jackson County deaths added since June 4.
2021-09-14,,Jefferson,Florida,USA-12065,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Jefferson County deaths added since June 4.
2021-09-14,,Lafayette,Florida,USA-12067,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Lafayette County deaths added since June 4.
2021-09-14,,Lake,Florida,USA-12069,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Lake County deaths added since June 4.
2021-09-14,,Lee,Florida,USA-12071,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Lee County deaths added since June 4.
2021-09-14,,Leon,Florida,USA-12073,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Leon County deaths added since June 4.
2021-09-14,,Levy,Florida,USA-12075,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Levy County deaths added since June 4.
2021-09-14,,Liberty,Florida,USA-12077,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Liberty County deaths added since June 4.
2021-09-14,,Madison,Florida,USA-12079,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Madison County deaths added since June 4.
2021-09-14,,Manatee,Florida,USA-12081,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Manatee County deaths added since June 4.
2021-09-14,,Marion,Florida,USA-12083,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Marion County deaths added since June 4.
2021-09-14,,Martin,Florida,USA-12085,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Martin County deaths added since June 4.
2021-09-14,,Miami-Dade,Florida,USA-12086,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Miami-Dade County deaths added since June 4.
2021-09-14,,Monroe,Florida,USA-12087,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Monroe County deaths added since June 4.
2021-09-14,,Nassau,Florida,USA-12089,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Nassau County deaths added since June 4.
2021-09-14,,Okaloosa,Florida,USA-12091,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Okaloosa County deaths added since June 4.
2021-09-14,,Okeechobee,Florida,USA-12093,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Okeechobee County deaths added since June 4.
2021-09-14,,Orange,Florida,USA-12095,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Orange County deaths added since June 4.
2021-09-14,,Osceola,Florida,USA-12097,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Osceola County deaths added since June 4.
2021-09-14,,Palm Beach,Florida,USA-12099,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Palm Beach County deaths added since June 4.
2021-09-14,,Pasco,Florida,USA-12101,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Pasco County deaths added since June 4.
2021-09-14,,Pinellas,Florida,USA-12103,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Pinellas County deaths added since June 4.
2021-09-14,,Polk,Florida,USA-12105,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Polk County deaths added since June 4.
2021-09-14,,Putnam,Florida,USA-12107,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Putnam County deaths added since June 4.
2021-09-14,,Santa Rosa,Florida,USA-12113,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Santa Rosa County deaths added since June 4.
2021-09-14,,Sarasota,Florida,USA-12115,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Sarasota County deaths added since June 4.
2021-09-14,,Seminole,Florida,USA-12117,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Seminole County deaths added since June 4.
2021-09-14,,St. Johns,Florida,USA-12109,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all St. Johns County deaths added since June 4.
2021-09-14,,St. Lucie,Florida,USA-12111,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all St. Lucie County deaths added since June 4.
2021-09-14,,Sumter,Florida,USA-12119,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Sumter County deaths added since June 4.
2021-09-14,,Suwannee,Florida,USA-12121,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Suwannee County deaths added since June 4.
2021-09-14,,Taylor,Florida,USA-12123,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Taylor County deaths added since June 4.
2021-09-14,,Union,Florida,USA-12125,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Union County deaths added since June 4.
2021-09-14,,Volusia,Florida,USA-12127,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Volusia County deaths added since June 4.
2021-09-14,,Wakulla,Florida,USA-12129,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Wakulla County deaths added since June 4.
2021-09-14,,Walton,Florida,USA-12131,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Walton County deaths added since June 4.
2021-09-14,,Washington,Florida,USA-12133,deaths,yes,,0,Florida resumed reporting county-level deaths to the C.D.C. The daily count includes all Washington County deaths added since June 4.
2021-09-15,,,Minnesota,USA-27,deaths,yes,,0,Minnesota added deaths from previous months associated with long-term care facilities after a review of records.
2021-09-17,,Christian,Missouri,USA-29043,cases,yes,,0,"The Times began using state data for Christian County after the county announced it would no longer report updates, resulting in a one-day decrease in cases."
2021-09-18,,Bailey,Texas,USA-48017,cases,,,0,Texas added about 25 older cases in Bailey County.
2021-09-20,,,Nebraska,USA-31,cases,,yes,0,"Nebraska resumed reporting cases at the county level, resulting in a one-day increase and decreases for many counties."
2021-09-21,,,Tennessee,USA-47,both,,,0,Tennessee was unable to announce new data because of a technical issue.
2021-09-22,,Washington,Rhode Island,USA-44009,cases,yes,,0,Rhode Island added many cases in Washington County that were previously included in the statewide total but unassigned to a county.
2021-09-23,,Kern,California,USA-06029,cases,,,0,California removed many duplicate cases in Kern County.
2021-09-23,2021-09-24,Stevens,Minnesota,USA-27149,cases,,,0,"Minnesota removed about 350 cases that were erroneously reported in early September, including many in Stevens County."
2021-09-24,,Campbell,Virginia,USA-51031,cases,yes,,0,Virginia removed many cases in Campbell County.
2021-09-24,,Lynchburg city,Virginia,USA-51680,cases,yes,,0,Virginia removed many cases in Lynchburg.
2021-09-24,,Amherst,Virginia,USA-51009,cases,yes,,0,Virginia removed many cases in Amherst County.
2021-09-24,,Appomattox,Virginia,USA-51011,cases,yes,,0,Virginia removed many cases in Appomattox County.
2021-09-24,,Bedford,Virginia,USA-51019,cases,yes,,0,Virginia removed many cases in Bedford County.
2021-09-24,,Danville city,Virginia,USA-51590,cases,yes,,0,Virginia removed many cases in Danville.
2021-09-27,,,Connecticut,USA-09,deaths,yes,,0,Connecticut added about 90 deaths that occurred out-of-state in previous months.
2021-09-28,,,Nebraska,USA-31,deaths,yes,,0,"Nebraska began reporting probable deaths, resulting in a one-day increase in deaths."
2021-10-06,,,Nevada,USA-32,cases,yes,yes,0,Nevada began reporting cases indentified through antigen testing.
2021-10-10,,,,USA,deaths,,,-289,Arkansas added many deaths. The state indicated that many of the 289 deaths announced were from previous months.
2021-10-10,,,Arkansas,USA-05,deaths,yes,yes,0,Arkansas added many deaths after reconciling records.
2021-10-11,,,Georgia,USA-13,both,,,0,Georgia did not release new data because of the holiday.
2021-10-11,,,Massachusetts,USA-25,both,,,0,Massachusetts did not release new data because of the holiday.
2021-10-11,,,Connecticut,USA-09,cases,,,0,Connecticut did not release new data because of the holiday.
2021-10-11,,,Illinois,USA-17,both,,,0,Illinois did not release new data because of the holiday.
2021-10-11,,,Rhode Island,USA-44,both,,,0,Rhode Island did not release new data because of the holiday.
2021-10-11,,,South Dakota,USA-46,both,,,0,South Dakota did not release new data because of the holiday.
2021-10-11,,,Idaho,USA-16,both,,,0,Idaho did not release new data because of the holiday.
2021-10-11,,,Utah,USA-49,both,,,0,Utah did not release new data because of the holiday.
2021-10-11,,,Montana,USA-30,both,,,0,Montana did not release new data because of the holiday.
2021-10-11,,,New Mexico,USA-35,both,,,0,New Mexico did not release new data because of the holiday.
2021-10-14,,Walker,Texas,USA-48471,cases,yes,,0,Texas removed many duplicate cases and prison cases in Walker County.
2021-10-17,2021-10-18,,Arizona,USA-04,both,,,0,Arizona did not release new data during planned system maintenance.
2021-10-17,2021-10-20,Union,New Jersey,USA-34039,cases,,,0,New Jersey removed cases in Union County.
2021-10-18,,,Washington,USA-53,both,,,0,Washington was unable to release new data because of technical issues. Some counties updated independently.
2021-10-18,,,Alaska,USA-02,both,,,0,"Alaska did not release new data for Alaska Day, a state holiday."
2021-10-18,,Yellowstone,Montana,USA-30111,deaths,,,0,Yellowstone County added 29 deaths from earlier in September and October 2021 after reviewing records.
2021-10-19,,,Alaska,USA-02,deaths,,,0,Alaska added many deaths after reviewing death certificates. Most of the deaths occurred in September and October 2021.
2021-10-20,,,Oklahoma,USA-40,deaths,,yes,-1053,"Oklahoma reported 1,053 additional backlogged deaths after reconciling records from 2020."
2021-10-25,,,California,USA-06,both,,,0,California was unable to release new data because of issues related to the storm on Oct. 24. Some counties updated independently.
2021-10-26,2021-11-01,,New Hampshire,USA-33,cases,yes,,0,New Hampshire reported many cases on Nov. 1 after the state was unable to report data regularly the week of Oct. 25 because of technical issues.
2021-10-27,,,Georgia,USA-13,cases,,,-924,Georgia announced a backlog of 924 cases from earlier in 2021
2021-10-27,,,Alabama,USA-01,cases,yes,yes,0,Alabama announced a backlog of cases from one lab.
2021-10-27,,Cherokee,Georgia,USA-13057,cases,yes,,0,"Georgia announced a backlog of cases from earlier in 2021, including many in Cherokee County."
2021-10-28,,San Diego,California,USA-06073,cases,yes,,0,California added many probable cases in San Diego County.
2021-11-01,,,Pennsylvania,USA-42,both,,,0,Pennsylvania was unable to release new data because of a technical issue.
2021-11-01,,,Louisiana,USA-22,cases,,,-674,Louisiana added a backlog of 674 cases.
2021-11-01,,,,USA,cases,,,-8184,"Minnesota added more than 8,000 cases from previous months representing people who were infected twice."
2021-11-01,,,Minnesota,USA-27,cases,,yes,-8184,"Minnesota added 8,184 cases representing people who were infected twice."
2021-11-04,2021-12-03,,Oklahoma,USA-40,deaths,yes,yes,0,Oklahoma deaths data was unavailable during November 2021 while the state transitioned its data reporting format. All deaths announced during this period are included on Dec. 3
2021-11-08,,,Georgia,USA-13,both,,,0,Georgia was unable to provide a full daily update because of a technical issue.
2021-11-08,,,Tennessee,USA-47,both,,,0,Tennessee was unable to release new data because of a technical issue.
2021-11-08,,Preston,West Virginia,USA-54077,cases,yes,,0,West Virginia added many cases in Preston County.
2021-11-10,,,Pennsylvania,USA-42,cases,,,-1667,"Pennsylvania added 1,667 cases from previous months representing Philadelphia residents who were infected twice."
