country,placename,frequency,start_date,end_date,year,month,week,deaths,expected_deaths,excess_deaths,baseline
Turkey,Istanbul,weekly,2020-12-07,2020-12-13,2020,12,50,2860,1497,1363,2018-2019 historical data
Turkey,Istanbul,weekly,2020-12-14,2020-12-20,2020,12,51,2577,1568,1009,2018-2019 historical data
Turkey,Istanbul,weekly,2020-12-21,2020-12-27,2020,12,52,2006,1574,432,2018-2019 historical data
Italy,,monthly,,,2020,1,,61101,64713,-3612,2015-2019 historical data
Italy,,monthly,,,2020,2,,55428,57416,-1988,2015-2019 historical data
Italy,,monthly,,,2020,3,,86261,58267,27994,2015-2019 historical data
Italy,,monthly,,,2020,4,,72568,51801,20767,2015-2019 historical data
Italy,,monthly,,,2020,5,,52218,50724,1494,2015-2019 historical data
Italy,,monthly,,,2020,6,,48382,48501,-119,2015-2019 historical data
Italy,,monthly,,,2020,7,,51133,51810,-677,2015-2019 historical data
Italy,,monthly,,,2020,8,,53306,51041,2265,2015-2019 historical data
Italy,,monthly,,,2020,9,,48734,46548,2186,2015-2019 historical data
Italy,,monthly,,,2020,10,,58476,51590,6886,2015-2019 historical data
Italy,,monthly,,,2020,11,,76291,51462,24829,2015-2019 historical data
Italy,,monthly,,,2015-2019 average,1,,68324,,,
Italy,,monthly,,,2015-2019 average,2,,57416,,,
Italy,,monthly,,,2015-2019 average,3,,58267,,,
Italy,,monthly,,,2015-2019 average,4,,51801,,,
Italy,,monthly,,,2015-2019 average,5,,50724,,,
Italy,,monthly,,,2015-2019 average,6,,48501,,,
Italy,,monthly,,,2015-2019 average,7,,51810,,,
Italy,,monthly,,,2015-2019 average,8,,51041,,,
Italy,,monthly,,,2015-2019 average,9,,46548,,,
Italy,,monthly,,,2015-2019 average,10,,51590,,,
Italy,,monthly,,,2015-2019 average,11,,51462,,,
Indonesia,Jakarta,monthly,,,2020,1,,3303,2977,326,2010-2019 historical data
Indonesia,Jakarta,monthly,,,2020,2,,2744,2863,-119,2010-2019 historical data
Indonesia,Jakarta,monthly,,,2020,3,,4245,3173,1072,2010-2019 historical data
Indonesia,Jakarta,monthly,,,2020,4,,4612,2963,1649,2010-2019 historical data
Indonesia,Jakarta,monthly,,,2020,5,,4455,2989,1466,2010-2019 historical data
Indonesia,Jakarta,monthly,,,2020,6,,3975,2705,1270,2010-2019 historical data
Indonesia,Jakarta,monthly,,,2020,7,,4221,2802,1419,2010-2019 historical data
Indonesia,Jakarta,monthly,,,2020,8,,4807,2839,1968,2010-2019 historical data
Indonesia,Jakarta,monthly,,,2020,9,,5492,2829,2663,2010-2019 historical data
Indonesia,Jakarta,monthly,,,2020,10,,4713,3025,1688,2010-2019 historical data
Indonesia,Jakarta,monthly,,,2020,11,,4674,2896,1778,2010-2019 historical data
Indonesia,Jakarta,monthly,,,2020,12,,5243,2888,2355,2010-2019 historical data
Indonesia,Jakarta,monthly,,,2019,1,,2783,,,
Indonesia,Jakarta,monthly,,,2019,2,,2934,,,
Indonesia,Jakarta,monthly,,,2019,3,,3153,,,
Indonesia,Jakarta,monthly,,,2019,4,,2790,,,
Indonesia,Jakarta,monthly,,,2019,5,,2806,,,
Indonesia,Jakarta,monthly,,,2019,6,,2773,,,
Indonesia,Jakarta,monthly,,,2019,7,,2632,,,
Indonesia,Jakarta,monthly,,,2019,8,,2673,,,
Indonesia,Jakarta,monthly,,,2019,9,,2649,,,
Indonesia,Jakarta,monthly,,,2019,10,,2815,,,
Indonesia,Jakarta,monthly,,,2019,11,,2770,,,
Indonesia,Jakarta,monthly,,,2019,12,,2871,,,
Indonesia,Jakarta,monthly,,,2018,1,,2652,,,
Indonesia,Jakarta,monthly,,,2018,2,,2611,,,
Indonesia,Jakarta,monthly,,,2018,3,,2940,,,
Indonesia,Jakarta,monthly,,,2018,4,,3145,,,
Indonesia,Jakarta,monthly,,,2018,5,,2890,,,
Indonesia,Jakarta,monthly,,,2018,6,,2676,,,
Indonesia,Jakarta,monthly,,,2018,7,,2757,,,
Indonesia,Jakarta,monthly,,,2018,8,,2885,,,
Indonesia,Jakarta,monthly,,,2018,9,,2730,,,
Indonesia,Jakarta,monthly,,,2018,10,,3066,,,
Indonesia,Jakarta,monthly,,,2018,11,,2727,,,
Indonesia,Jakarta,monthly,,,2018,12,,2797,,,
Indonesia,Jakarta,monthly,,,2017,1,,2703,,,
Indonesia,Jakarta,monthly,,,2017,2,,2538,,,
Indonesia,Jakarta,monthly,,,2017,3,,2811,,,
Indonesia,Jakarta,monthly,,,2017,4,,2625,,,
Indonesia,Jakarta,monthly,,,2017,5,,2922,,,
Indonesia,Jakarta,monthly,,,2017,6,,2356,,,
Indonesia,Jakarta,monthly,,,2017,7,,2717,,,
Indonesia,Jakarta,monthly,,,2017,8,,2743,,,
Indonesia,Jakarta,monthly,,,2017,9,,2728,,,
Indonesia,Jakarta,monthly,,,2017,10,,2914,,,
Indonesia,Jakarta,monthly,,,2017,11,,2667,,,
Indonesia,Jakarta,monthly,,,2017,12,,2548,,,
Indonesia,Jakarta,monthly,,,2016,1,,2891,,,
Indonesia,Jakarta,monthly,,,2016,2,,2830,,,
Indonesia,Jakarta,monthly,,,2016,3,,3407,,,
Indonesia,Jakarta,monthly,,,2016,4,,3011,,,
Indonesia,Jakarta,monthly,,,2016,5,,2859,,,
Indonesia,Jakarta,monthly,,,2016,6,,2578,,,
Indonesia,Jakarta,monthly,,,2016,7,,2618,,,
Indonesia,Jakarta,monthly,,,2016,8,,2559,,,
Indonesia,Jakarta,monthly,,,2016,9,,2550,,,
Indonesia,Jakarta,monthly,,,2016,10,,2495,,,
Indonesia,Jakarta,monthly,,,2016,11,,2496,,,
Indonesia,Jakarta,monthly,,,2016,12,,2655,,,
Indonesia,Jakarta,monthly,,,2015,1,,2644,,,
Indonesia,Jakarta,monthly,,,2015,2,,2520,,,
Indonesia,Jakarta,monthly,,,2015,3,,2672,,,
Indonesia,Jakarta,monthly,,,2015,4,,2361,,,
Indonesia,Jakarta,monthly,,,2015,5,,2586,,,
Indonesia,Jakarta,monthly,,,2015,6,,2257,,,
Indonesia,Jakarta,monthly,,,2015,7,,2400,,,
Indonesia,Jakarta,monthly,,,2015,8,,2450,,,
Indonesia,Jakarta,monthly,,,2015,9,,2603,,,
Indonesia,Jakarta,monthly,,,2015,10,,2951,,,
Indonesia,Jakarta,monthly,,,2015,11,,2936,,,
Indonesia,Jakarta,monthly,,,2015,12,,2684,,,
Indonesia,Jakarta,monthly,,,2014,1,,2710,,,
Indonesia,Jakarta,monthly,,,2014,2,,2461,,,
Indonesia,Jakarta,monthly,,,2014,3,,2700,,,
Indonesia,Jakarta,monthly,,,2014,4,,2728,,,
Indonesia,Jakarta,monthly,,,2014,5,,2685,,,
Indonesia,Jakarta,monthly,,,2014,6,,2423,,,
Indonesia,Jakarta,monthly,,,2014,7,,2379,,,
Indonesia,Jakarta,monthly,,,2014,8,,2663,,,
Indonesia,Jakarta,monthly,,,2014,9,,2391,,,
Indonesia,Jakarta,monthly,,,2014,10,,2787,,,
Indonesia,Jakarta,monthly,,,2014,11,,2563,,,
Indonesia,Jakarta,monthly,,,2014,12,,2525,,,
Indonesia,Jakarta,monthly,,,2013,1,,2885,,,
Indonesia,Jakarta,monthly,,,2013,2,,2592,,,
Indonesia,Jakarta,monthly,,,2013,3,,2842,,,
Indonesia,Jakarta,monthly,,,2013,4,,2446,,,
Indonesia,Jakarta,monthly,,,2013,5,,2743,,,
Indonesia,Jakarta,monthly,,,2013,6,,2611,,,
Indonesia,Jakarta,monthly,,,2013,7,,2306,,,
Indonesia,Jakarta,monthly,,,2013,8,,2682,,,
Indonesia,Jakarta,monthly,,,2013,9,,2567,,,
Indonesia,Jakarta,monthly,,,2013,10,,2690,,,
Indonesia,Jakarta,monthly,,,2013,11,,2356,,,
Indonesia,Jakarta,monthly,,,2013,12,,2392,,,
Indonesia,Jakarta,monthly,,,2012,1,,2321,,,
Indonesia,Jakarta,monthly,,,2012,2,,2216,,,
Indonesia,Jakarta,monthly,,,2012,3,,2380,,,
Indonesia,Jakarta,monthly,,,2012,4,,2364,,,
Indonesia,Jakarta,monthly,,,2012,5,,2252,,,
Indonesia,Jakarta,monthly,,,2012,6,,2151,,,
Indonesia,Jakarta,monthly,,,2012,7,,2190,,,
Indonesia,Jakarta,monthly,,,2012,8,,2224,,,
Indonesia,Jakarta,monthly,,,2012,9,,2248,,,
Indonesia,Jakarta,monthly,,,2012,10,,2340,,,
Indonesia,Jakarta,monthly,,,2012,11,,2166,,,
Indonesia,Jakarta,monthly,,,2012,12,,2424,,,
Indonesia,Jakarta,monthly,,,2011,1,,2291,,,
Indonesia,Jakarta,monthly,,,2011,2,,2157,,,
Indonesia,Jakarta,monthly,,,2011,3,,2543,,,
Indonesia,Jakarta,monthly,,,2011,4,,2526,,,
Indonesia,Jakarta,monthly,,,2011,5,,2461,,,
Indonesia,Jakarta,monthly,,,2011,6,,2428,,,
Indonesia,Jakarta,monthly,,,2011,7,,2390,,,
Indonesia,Jakarta,monthly,,,2011,8,,2279,,,
Indonesia,Jakarta,monthly,,,2011,9,,2399,,,
Indonesia,Jakarta,monthly,,,2011,10,,2110,,,
Indonesia,Jakarta,monthly,,,2011,11,,2205,,,
Indonesia,Jakarta,monthly,,,2011,12,,1972,,,
Indonesia,Jakarta,monthly,,,2010,1,,2338,,,
Indonesia,Jakarta,monthly,,,2010,2,,2337,,,
Indonesia,Jakarta,monthly,,,2010,3,,2524,,,
Indonesia,Jakarta,monthly,,,2010,4,,2235,,,
Indonesia,Jakarta,monthly,,,2010,5,,2444,,,
Indonesia,Jakarta,monthly,,,2010,6,,2328,,,
Indonesia,Jakarta,monthly,,,2010,7,,2299,,,
Indonesia,Jakarta,monthly,,,2010,8,,2335,,,
Indonesia,Jakarta,monthly,,,2010,9,,2202,,,
Indonesia,Jakarta,monthly,,,2010,10,,2430,,,
Indonesia,Jakarta,monthly,,,2010,11,,2263,,,
Indonesia,Jakarta,monthly,,,2010,12,,2285,,,
Mexico,,weekly,2015-01-05,2015-01-11,2015-2018 average,1,2,15449,,,
Mexico,,weekly,2015-01-12,2015-01-18,2015-2018 average,1,3,14820,,,
Mexico,,weekly,2015-01-19,2015-01-25,2015-2018 average,1,4,14172,,,
Mexico,,weekly,2015-01-26,2015-02-01,2015-2018 average,2,5,13628,,,
Mexico,,weekly,2015-02-02,2015-02-08,2015-2018 average,2,6,13914,,,
Mexico,,weekly,2015-02-09,2015-02-15,2015-2018 average,2,7,13550,,,
Mexico,,weekly,2015-02-16,2015-02-22,2015-2018 average,2,8,13799,,,
Mexico,,weekly,2015-02-23,2015-03-01,2015-2018 average,3,9,13054,,,
Mexico,,weekly,2015-03-02,2015-03-08,2015-2018 average,3,10,12979,,,
Mexico,,weekly,2015-03-09,2015-03-15,2015-2018 average,3,11,12498,,,
Mexico,,weekly,2015-03-16,2015-03-22,2015-2018 average,3,12,13133,,,
Mexico,,weekly,2015-03-23,2015-03-29,2015-2018 average,3,13,12066,,,
Mexico,,weekly,2015-03-30,2015-04-05,2015-2018 average,4,14,12477,,,
Mexico,,weekly,2015-04-06,2015-04-12,2015-2018 average,4,15,12202,,,
Mexico,,weekly,2015-04-13,2015-04-19,2015-2018 average,4,16,11796,,,
Mexico,,weekly,2015-04-20,2015-04-26,2015-2018 average,4,17,12403,,,
Mexico,,weekly,2015-04-27,2015-05-03,2015-2018 average,5,18,11763,,,
Mexico,,weekly,2015-05-04,2015-05-10,2015-2018 average,5,19,12059,,,
Mexico,,weekly,2015-05-11,2015-05-17,2015-2018 average,5,20,11732,,,
Mexico,,weekly,2015-05-18,2015-05-24,2015-2018 average,5,21,11856,,,
Mexico,,weekly,2015-05-25,2015-05-31,2015-2018 average,5,22,11608,,,
Mexico,,weekly,2015-06-01,2015-06-07,2015-2018 average,6,23,11876,,,
Mexico,,weekly,2015-06-08,2015-06-14,2015-2018 average,6,24,11709,,,
Mexico,,weekly,2015-06-15,2015-06-21,2015-2018 average,6,25,11510,,,
Mexico,,weekly,2015-06-22,2015-06-28,2015-2018 average,6,26,11571,,,
Mexico,,weekly,2015-06-29,2015-07-05,2015-2018 average,7,27,11583,,,
Mexico,,weekly,2015-07-06,2015-07-12,2015-2018 average,7,28,11538,,,
Mexico,,weekly,2015-07-13,2015-07-19,2015-2018 average,7,29,12003,,,
Mexico,,weekly,2015-07-20,2015-07-26,2015-2018 average,7,30,11947,,,
Mexico,,weekly,2015-07-27,2015-08-02,2015-2018 average,8,31,12083,,,
Mexico,,weekly,2015-08-03,2015-08-09,2015-2018 average,8,32,12237,,,
Mexico,,weekly,2015-08-10,2015-08-16,2015-2018 average,8,33,11739,,,
Mexico,,weekly,2015-08-17,2015-08-23,2015-2018 average,8,34,11670,,,
Mexico,,weekly,2015-08-24,2015-08-30,2015-2018 average,8,35,11680,,,
Mexico,,weekly,2015-08-31,2015-09-06,2015-2018 average,9,36,11668,,,
Mexico,,weekly,2015-09-07,2015-09-13,2015-2018 average,9,37,11814,,,
Mexico,,weekly,2015-09-14,2015-09-20,2015-2018 average,9,38,11957,,,
Mexico,,weekly,2015-09-21,2015-09-27,2015-2018 average,9,39,11560,,,
Mexico,,weekly,2015-09-28,2015-10-04,2015-2018 average,10,40,12484,,,
Mexico,,weekly,2015-10-05,2015-10-11,2015-2018 average,10,41,12397,,,
Mexico,,weekly,2015-10-12,2015-10-18,2015-2018 average,10,42,12063,,,
Mexico,,weekly,2015-10-19,2015-10-25,2015-2018 average,10,43,12221,,,
Mexico,,weekly,2015-10-26,2015-11-01,2015-2018 average,11,44,12153,,,
Mexico,,weekly,2015-11-02,2015-11-08,2015-2018 average,11,45,12543,,,
Mexico,,weekly,2015-11-09,2015-11-15,2015-2018 average,11,46,12217,,,
Mexico,,weekly,2015-11-16,2015-11-22,2015-2018 average,11,47,12542,,,
Mexico,,weekly,2015-11-23,2015-11-29,2015-2018 average,11,48,12597,,,
Mexico,,weekly,2015-11-30,2015-12-06,2015-2018 average,12,49,12830,,,
Mexico,,weekly,2015-12-07,2015-12-13,2015-2018 average,12,50,13526,,,
Mexico,,weekly,2015-12-14,2015-12-20,2015-2018 average,12,51,13542,,,
Mexico,,weekly,2015-12-21,2015-12-27,2015-2018 average,12,52,14351,,,
Mexico,,weekly,2016-01-11,2016-01-17,2015-2018 average,1,2,14540,,,
Mexico,,weekly,2016-01-18,2016-01-24,2015-2018 average,1,3,14557,,,
Mexico,,weekly,2016-01-25,2016-01-31,2015-2018 average,1,4,14902,,,
Mexico,,weekly,2016-02-01,2016-02-07,2015-2018 average,2,5,15160,,,
Mexico,,weekly,2016-02-08,2016-02-14,2015-2018 average,2,6,15691,,,
Mexico,,weekly,2016-02-15,2016-02-21,2015-2018 average,2,7,15725,,,
Mexico,,weekly,2016-02-22,2016-02-28,2015-2018 average,2,8,15034,,,
Mexico,,weekly,2016-02-29,2016-03-06,2015-2018 average,3,9,14797,,,
Mexico,,weekly,2016-03-07,2016-03-13,2015-2018 average,3,10,14351,,,
Mexico,,weekly,2016-03-14,2016-03-20,2015-2018 average,3,11,14025,,,
Mexico,,weekly,2016-03-21,2016-03-27,2015-2018 average,3,12,13418,,,
Mexico,,weekly,2016-03-28,2016-04-03,2015-2018 average,4,13,13411,,,
Mexico,,weekly,2016-04-04,2016-04-10,2015-2018 average,4,14,12710,,,
Mexico,,weekly,2016-04-11,2016-04-17,2015-2018 average,4,15,12422,,,
Mexico,,weekly,2016-04-18,2016-04-24,2015-2018 average,4,16,11939,,,
Mexico,,weekly,2016-04-25,2016-05-01,2015-2018 average,5,17,12481,,,
Mexico,,weekly,2016-05-02,2016-05-08,2015-2018 average,5,18,12723,,,
Mexico,,weekly,2016-05-09,2016-05-15,2015-2018 average,5,19,12478,,,
Mexico,,weekly,2016-05-16,2016-05-22,2015-2018 average,5,20,12483,,,
Mexico,,weekly,2016-05-23,2016-05-29,2015-2018 average,5,21,13019,,,
Mexico,,weekly,2016-05-30,2016-06-05,2015-2018 average,6,22,12222,,,
Mexico,,weekly,2016-06-06,2016-06-12,2015-2018 average,6,23,12011,,,
Mexico,,weekly,2016-06-13,2016-06-19,2015-2018 average,6,24,11994,,,
Mexico,,weekly,2016-06-20,2016-06-26,2015-2018 average,6,25,12117,,,
Mexico,,weekly,2016-06-27,2016-07-03,2015-2018 average,7,26,12203,,,
Mexico,,weekly,2016-07-04,2016-07-10,2015-2018 average,7,27,12439,,,
Mexico,,weekly,2016-07-11,2016-07-17,2015-2018 average,7,28,12241,,,
Mexico,,weekly,2016-07-18,2016-07-24,2015-2018 average,7,29,12316,,,
Mexico,,weekly,2016-07-25,2016-07-31,2015-2018 average,7,30,12141,,,
Mexico,,weekly,2016-08-01,2016-08-07,2015-2018 average,8,31,12456,,,
Mexico,,weekly,2016-08-08,2016-08-14,2015-2018 average,8,32,12173,,,
Mexico,,weekly,2016-08-15,2016-08-21,2015-2018 average,8,33,12261,,,
Mexico,,weekly,2016-08-22,2016-08-28,2015-2018 average,8,34,12245,,,
Mexico,,weekly,2016-08-29,2016-09-04,2015-2018 average,9,35,12137,,,
Mexico,,weekly,2016-09-05,2016-09-11,2015-2018 average,9,36,12285,,,
Mexico,,weekly,2016-09-12,2016-09-18,2015-2018 average,9,37,12491,,,
Mexico,,weekly,2016-09-19,2016-09-25,2015-2018 average,9,38,12203,,,
Mexico,,weekly,2016-09-26,2016-10-02,2015-2018 average,10,39,12300,,,
Mexico,,weekly,2016-10-03,2016-10-09,2015-2018 average,10,40,12500,,,
Mexico,,weekly,2016-10-10,2016-10-16,2015-2018 average,10,41,12201,,,
Mexico,,weekly,2016-10-17,2016-10-23,2015-2018 average,10,42,12365,,,
Mexico,,weekly,2016-10-24,2016-10-30,2015-2018 average,10,43,12506,,,
Mexico,,weekly,2016-10-31,2016-11-06,2015-2018 average,11,44,12735,,,
Mexico,,weekly,2016-11-07,2016-11-13,2015-2018 average,11,45,12478,,,
Mexico,,weekly,2016-11-14,2016-11-20,2015-2018 average,11,46,12837,,,
Mexico,,weekly,2016-11-21,2016-11-27,2015-2018 average,11,47,13616,,,
Mexico,,weekly,2016-11-28,2016-12-04,2015-2018 average,12,48,13678,,,
Mexico,,weekly,2016-12-05,2016-12-11,2015-2018 average,12,49,13396,,,
Mexico,,weekly,2016-12-12,2016-12-18,2015-2018 average,12,50,13697,,,
Mexico,,weekly,2016-12-19,2016-12-25,2015-2018 average,12,51,13784,,,
Mexico,,weekly,2017-01-09,2017-01-15,2015-2018 average,1,2,14583,,,
Mexico,,weekly,2017-01-16,2017-01-22,2015-2018 average,1,3,14163,,,
Mexico,,weekly,2017-01-23,2017-01-29,2015-2018 average,1,4,14118,,,
Mexico,,weekly,2017-01-30,2017-02-05,2015-2018 average,2,5,14444,,,
Mexico,,weekly,2017-02-06,2017-02-12,2015-2018 average,2,6,14330,,,
Mexico,,weekly,2017-02-13,2017-02-19,2015-2018 average,2,7,14165,,,
Mexico,,weekly,2017-02-20,2017-02-26,2015-2018 average,2,8,14278,,,
Mexico,,weekly,2017-02-27,2017-03-05,2015-2018 average,3,9,14456,,,
Mexico,,weekly,2017-03-06,2017-03-12,2015-2018 average,3,10,13844,,,
Mexico,,weekly,2017-03-13,2017-03-19,2015-2018 average,3,11,13948,,,
Mexico,,weekly,2017-03-20,2017-03-26,2015-2018 average,3,12,13878,,,
Mexico,,weekly,2017-03-27,2017-04-02,2015-2018 average,4,13,13307,,,
Mexico,,weekly,2017-04-03,2017-04-09,2015-2018 average,4,14,13470,,,
Mexico,,weekly,2017-04-10,2017-04-16,2015-2018 average,4,15,13210,,,
Mexico,,weekly,2017-04-17,2017-04-23,2015-2018 average,4,16,13212,,,
Mexico,,weekly,2017-04-24,2017-04-30,2015-2018 average,4,17,13363,,,
Mexico,,weekly,2017-05-01,2017-05-07,2015-2018 average,5,18,13016,,,
Mexico,,weekly,2017-05-08,2017-05-14,2015-2018 average,5,19,12868,,,
Mexico,,weekly,2017-05-15,2017-05-21,2015-2018 average,5,20,13361,,,
Mexico,,weekly,2017-05-22,2017-05-28,2015-2018 average,5,21,13165,,,
Mexico,,weekly,2017-05-29,2017-06-04,2015-2018 average,6,22,12510,,,
Mexico,,weekly,2017-06-05,2017-06-11,2015-2018 average,6,23,12753,,,
Mexico,,weekly,2017-06-12,2017-06-18,2015-2018 average,6,24,12724,,,
Mexico,,weekly,2017-06-19,2017-06-25,2015-2018 average,6,25,13154,,,
Mexico,,weekly,2017-06-26,2017-07-02,2015-2018 average,7,26,12736,,,
Mexico,,weekly,2017-07-03,2017-07-09,2015-2018 average,7,27,12502,,,
Mexico,,weekly,2017-07-10,2017-07-16,2015-2018 average,7,28,12822,,,
Mexico,,weekly,2017-07-17,2017-07-23,2015-2018 average,7,29,12512,,,
Mexico,,weekly,2017-07-24,2017-07-30,2015-2018 average,7,30,12923,,,
Mexico,,weekly,2017-07-31,2017-08-06,2015-2018 average,8,31,12967,,,
Mexico,,weekly,2017-08-07,2017-08-13,2015-2018 average,8,32,12464,,,
Mexico,,weekly,2017-08-14,2017-08-20,2015-2018 average,8,33,12638,,,
Mexico,,weekly,2017-08-21,2017-08-27,2015-2018 average,8,34,12432,,,
Mexico,,weekly,2017-08-28,2017-09-03,2015-2018 average,9,35,12172,,,
Mexico,,weekly,2017-09-04,2017-09-10,2015-2018 average,9,36,12933,,,
Mexico,,weekly,2017-09-11,2017-09-17,2015-2018 average,9,37,13333,,,
Mexico,,weekly,2017-09-18,2017-09-24,2015-2018 average,9,38,13164,,,
Mexico,,weekly,2017-09-25,2017-10-01,2015-2018 average,10,39,12604,,,
Mexico,,weekly,2017-10-02,2017-10-08,2015-2018 average,10,40,13026,,,
Mexico,,weekly,2017-10-09,2017-10-15,2015-2018 average,10,41,13031,,,
Mexico,,weekly,2017-10-16,2017-10-22,2015-2018 average,10,42,13390,,,
Mexico,,weekly,2017-10-23,2017-10-29,2015-2018 average,10,43,13216,,,
Mexico,,weekly,2017-10-30,2017-11-05,2015-2018 average,11,44,13538,,,
Mexico,,weekly,2017-11-06,2017-11-12,2015-2018 average,11,45,13258,,,
Mexico,,weekly,2017-11-13,2017-11-19,2015-2018 average,11,46,13197,,,
Mexico,,weekly,2017-11-20,2017-11-26,2015-2018 average,11,47,13584,,,
Mexico,,weekly,2017-11-27,2017-12-03,2015-2018 average,12,48,14233,,,
Mexico,,weekly,2017-12-04,2017-12-10,2015-2018 average,12,49,14470,,,
Mexico,,weekly,2017-12-11,2017-12-17,2015-2018 average,12,50,16334,,,
Mexico,,weekly,2017-12-18,2017-12-24,2015-2018 average,12,51,15557,,,
Mexico,,weekly,2017-12-25,2017-12-31,2015-2018 average,12,52,15492,,,
Mexico,,weekly,2018-01-08,2018-01-14,2015-2018 average,1,2,16170,,,
Mexico,,weekly,2018-01-15,2018-01-21,2015-2018 average,1,3,16738,,,
Mexico,,weekly,2018-01-22,2018-01-28,2015-2018 average,1,4,16041,,,
Mexico,,weekly,2018-01-29,2018-02-04,2015-2018 average,2,5,15770,,,
Mexico,,weekly,2018-02-05,2018-02-11,2015-2018 average,2,6,15306,,,
Mexico,,weekly,2018-02-12,2018-02-18,2015-2018 average,2,7,14588,,,
Mexico,,weekly,2018-02-19,2018-02-25,2015-2018 average,2,8,14199,,,
Mexico,,weekly,2018-02-26,2018-03-04,2015-2018 average,3,9,14001,,,
Mexico,,weekly,2018-03-05,2018-03-11,2015-2018 average,3,10,13552,,,
Mexico,,weekly,2018-03-12,2018-03-18,2015-2018 average,3,11,13497,,,
Mexico,,weekly,2018-03-19,2018-03-25,2015-2018 average,3,12,13254,,,
Mexico,,weekly,2018-03-26,2018-04-01,2015-2018 average,4,13,13191,,,
Mexico,,weekly,2018-04-02,2018-04-08,2015-2018 average,4,14,13577,,,
Mexico,,weekly,2018-04-09,2018-04-15,2015-2018 average,4,15,12888,,,
Mexico,,weekly,2018-04-16,2018-04-22,2015-2018 average,4,16,13080,,,
Mexico,,weekly,2018-04-23,2018-04-29,2015-2018 average,4,17,12657,,,
Mexico,,weekly,2018-04-30,2018-05-06,2015-2018 average,5,18,13040,,,
Mexico,,weekly,2018-05-07,2018-05-13,2015-2018 average,5,19,12784,,,
Mexico,,weekly,2018-05-14,2018-05-20,2015-2018 average,5,20,13172,,,
Mexico,,weekly,2018-05-21,2018-05-27,2015-2018 average,5,21,13125,,,
Mexico,,weekly,2018-05-28,2018-06-03,2015-2018 average,6,22,13567,,,
Mexico,,weekly,2018-06-04,2018-06-10,2015-2018 average,6,23,13025,,,
Mexico,,weekly,2018-06-11,2018-06-17,2015-2018 average,6,24,12451,,,
Mexico,,weekly,2018-06-18,2018-06-24,2015-2018 average,6,25,12932,,,
Mexico,,weekly,2018-06-25,2018-07-01,2015-2018 average,7,26,12610,,,
Mexico,,weekly,2018-07-02,2018-07-08,2015-2018 average,7,27,12845,,,
Mexico,,weekly,2018-07-09,2018-07-15,2015-2018 average,7,28,13114,,,
Mexico,,weekly,2018-07-16,2018-07-22,2015-2018 average,7,29,13334,,,
Mexico,,weekly,2018-07-23,2018-07-29,2015-2018 average,7,30,13455,,,
Mexico,,weekly,2018-07-30,2018-08-05,2015-2018 average,8,31,12997,,,
Mexico,,weekly,2018-08-06,2018-08-12,2015-2018 average,8,32,12602,,,
Mexico,,weekly,2018-08-13,2018-08-19,2015-2018 average,8,33,12767,,,
Mexico,,weekly,2018-08-20,2018-08-26,2015-2018 average,8,34,12503,,,
Mexico,,weekly,2018-08-27,2018-09-02,2015-2018 average,9,35,12811,,,
Mexico,,weekly,2018-09-03,2018-09-09,2015-2018 average,9,36,12556,,,
Mexico,,weekly,2018-09-10,2018-09-16,2015-2018 average,9,37,12780,,,
Mexico,,weekly,2018-09-17,2018-09-23,2015-2018 average,9,38,12994,,,
Mexico,,weekly,2018-09-24,2018-09-30,2015-2018 average,9,39,12807,,,
Mexico,,weekly,2018-10-01,2018-10-07,2015-2018 average,10,40,12931,,,
Mexico,,weekly,2018-10-08,2018-10-14,2015-2018 average,10,41,13232,,,
Mexico,,weekly,2018-10-15,2018-10-21,2015-2018 average,10,42,13115,,,
Mexico,,weekly,2018-10-22,2018-10-28,2015-2018 average,10,43,13435,,,
Mexico,,weekly,2018-10-29,2018-11-04,2015-2018 average,11,44,13772,,,
Mexico,,weekly,2018-11-05,2018-11-11,2015-2018 average,11,45,13897,,,
Mexico,,weekly,2018-11-12,2018-11-18,2015-2018 average,11,46,14612,,,
Mexico,,weekly,2018-11-19,2018-11-25,2015-2018 average,11,47,15202,,,
Mexico,,weekly,2018-11-26,2018-12-02,2015-2018 average,12,48,14647,,,
Mexico,,weekly,2018-12-03,2018-12-09,2015-2018 average,12,49,14833,,,
Mexico,,weekly,2018-12-10,2018-12-16,2015-2018 average,12,50,15216,,,
Mexico,,weekly,2018-12-17,2018-12-23,2015-2018 average,12,51,16440,,,
Mexico,,weekly,2018-12-24,2018-12-30,2015-2018 average,12,52,17373,,,
Mexico,,weekly,2019-01-07,2019-01-13,2015-2018 average,1,2,16602,,,
Mexico,,weekly,2019-01-14,2019-01-20,2015-2018 average,1,3,16252,,,
Mexico,,weekly,2019-01-21,2019-01-27,2015-2018 average,1,4,15864,,,
Mexico,,weekly,2019-01-28,2019-02-03,2015-2018 average,2,5,15862,,,
Mexico,,weekly,2019-02-04,2019-02-10,2015-2018 average,2,6,15689,,,
Mexico,,weekly,2019-02-11,2019-02-17,2015-2018 average,2,7,15445,,,
Mexico,,weekly,2019-02-18,2019-02-24,2015-2018 average,2,8,14755,,,
Mexico,,weekly,2019-02-25,2019-03-03,2015-2018 average,3,9,14639,,,
Mexico,,weekly,2019-03-04,2019-03-10,2015-2018 average,3,10,14391,,,
Mexico,,weekly,2019-03-11,2019-03-17,2015-2018 average,3,11,13749,,,
